sex,geneChange,genename,M28L.wt,P522R.wt,P2KOhet.wt
MALE,downreg,Kcnv1.mRNA1,1,NA,NA
MALE,downreg,Scp2.mRNA,1,NA,NA
MALE,downreg,Snap25.mRNA1,1,NA,NA
MALE,downreg,Gusb.mRNA,1,1,1
MALE,downreg,Olfm3.mRNA,1,NA,NA
MALE,downreg,Cst7.mRNA,1,NA,NA
MALE,downreg,Mef2a.mRNA,1,NA,1
MALE,downreg,Gpr84.mRNA,1,NA,NA
MALE,downreg,Ywhah.mRNA,1,NA,NA
MALE,downreg,Gabrg2.mRNA,1,NA,1
MALE,downreg,Plxdc2.mRNA,1,NA,NA
MALE,downreg,Ppp3cb.mRNA1,1,NA,NA
MALE,downreg,Dld.mRNA1,1,NA,NA
MALE,downreg,H2.D1.mRNA,1,NA,NA
MALE,downreg,Gabra1.mRNA1,1,NA,NA
MALE,downreg,Hif1a.mRNA,1,NA,NA
MALE,downreg,Cacna1b.mRNA1,1,NA,NA
MALE,downreg,Glra3.mRNA1,1,NA,NA
MALE,downreg,Tlr2.mRNA,1,NA,NA
MALE,downreg,B2m.mRNA,1,NA,NA
MALE,downreg,Plcb4.mRNA1,1,NA,NA
MALE,downreg,Negr1.mRNA,1,1,1
MALE,downreg,Dlgap1.mRNA1,1,NA,NA
MALE,downreg,Casp7.mRNA,1,1,1
MALE,downreg,Syt1.mRNA1,1,NA,NA
MALE,downreg,Cd14.mRNA,1,NA,NA
MALE,downreg,Spp1.mRNA1,1,NA,NA
MALE,downreg,Ggta1.mRNA,1,NA,NA
MALE,downreg,Ctsl.mRNA1,1,NA,NA
MALE,downreg,Ywhaz.mRNA1,1,NA,NA
MALE,downreg,Tnr.mRNA1,1,NA,NA
MALE,downreg,Tgfbr1.mRNA,1,1,1
MALE,downreg,Igf1.mRNA1,1,NA,NA
MALE,downreg,Cx3cr1.mRNA,1,1,NA
MALE,downreg,Rtn4.mRNA,1,NA,1
MALE,downreg,Plcb1.mRNA1,1,NA,NA
MALE,downreg,Tcerg1.mRNA,1,NA,NA
MALE,downreg,Erlec1.mRNA,1,1,1
MALE,downreg,Magee1.mRNA,1,NA,1
MALE,downreg,Lyz2.mRNA,1,NA,NA
MALE,downreg,Itga5.mRNA,1,NA,NA
MALE,downreg,Cd84.mRNA,1,NA,NA
MALE,downreg,Basp1.mRNA,1,1,1
MALE,downreg,Ddah1.mRNA,1,NA,NA
MALE,downreg,Cyp4x1.mRNA,1,NA,NA
MALE,downreg,H2.T23.mRNA,1,NA,1
MALE,downreg,C3ar1.mRNA,1,NA,NA
MALE,downreg,Tgfbr2.mRNA1,1,NA,NA
MALE,downreg,Ctsb.mRNA,1,NA,1
MALE,downreg,Tyrobp.mRNA,1,NA,1
MALE,downreg,Arg2.mRNA1,1,NA,NA
MALE,downreg,Srgn.mRNA,1,NA,NA
MALE,downreg,Adamts1.mRNA,1,1,NA
MALE,downreg,Ube2g1.mRNA1,1,NA,NA
MALE,downreg,Gabrb3.mRNA,1,NA,1
MALE,downreg,Flt1.mRNA,1,1,1
MALE,downreg,Sh3gl2.mRNA,1,NA,NA
MALE,downreg,Cnr1.mRNA1,1,NA,NA
MALE,downreg,Csf1.mRNA,1,NA,NA
MALE,downreg,C3.mRNA,1,NA,NA
MALE,downreg,Egf.mRNA,1,NA,NA
MALE,downreg,Gria2.mRNA1,1,NA,NA
MALE,downreg,Rtn1.mRNA,1,1,1
MALE,downreg,Csf3r.mRNA,1,1,NA
MALE,downreg,Epha5.mRNA1,1,NA,NA
MALE,downreg,Serpini1.mRNA1,1,NA,NA
MALE,downreg,Cxcl15.mRNA,1,NA,NA
MALE,downreg,Opcml.mRNA,1,NA,1
MALE,downreg,Ppm1l.mRNA,1,NA,NA
MALE,downreg,Fus.mRNA,1,NA,NA
MALE,downreg,Camk2d.mRNA1,1,NA,NA
MALE,downreg,Cd34.mRNA,1,NA,1
MALE,downreg,Hexb.mRNA,1,NA,NA
MALE,downreg,Tenm4.mRNA,1,1,1
MALE,downreg,Tap1.mRNA,1,NA,NA
MALE,downreg,Grin2a.mRNA1,1,NA,NA
MALE,downreg,Spi1.mRNA,1,NA,1
MALE,downreg,Cnksr2.mRNA,1,1,NA
MALE,downreg,Hcn1.mRNA1,1,NA,NA
MALE,downreg,Nptn.mRNA1,1,NA,NA
MALE,downreg,Gpm6a.mRNA1,1,NA,NA
MALE,downreg,Atp1b1.mRNA1,1,NA,NA
MALE,downreg,C1ra.mRNA,1,NA,NA
MALE,downreg,Reep5.mRNA,1,NA,1
MALE,downreg,Lpar6.mRNA,1,1,1
MALE,downreg,Lrrc7.mRNA,1,NA,NA
MALE,downreg,Gria4.mRNA,1,1,1
MALE,downreg,Gnai1.mRNA1,1,NA,NA
MALE,downreg,Kcnab1.mRNA,1,NA,1
MALE,downreg,Cul1.mRNA,1,1,1
MALE,downreg,Ppp3r1.mRNA,1,NA,NA
MALE,downreg,Sec23a.mRNA1,1,NA,NA
MALE,downreg,Txn1.mRNA,1,NA,NA
MALE,downreg,Aqp4.mRNA,1,NA,NA
MALE,downreg,Trem2.mRNA,1,NA,NA
MALE,downreg,Ctsd.mRNA,1,NA,NA
MALE,downreg,Ms4a2.mRNA,1,1,NA
MALE,downreg,Chn1.mRNA,1,NA,1
MALE,downreg,Pde1a.mRNA,1,NA,NA
MALE,downreg,Tnfrsf11a.mRNA,1,NA,NA
MALE,downreg,Epha7.mRNA,1,NA,NA
MALE,downreg,Dclk1.mRNA,1,NA,NA
MALE,downreg,Aif1.mRNA,1,1,1
MALE,downreg,Dnm3.mRNA1,1,NA,NA
MALE,downreg,Tmsb4x.mRNA,1,NA,1
MALE,downreg,Igfbp5.mRNA,1,NA,NA
MALE,downreg,Adcyap1.mRNA,1,1,1
MALE,downreg,Hpgds.mRNA,1,NA,NA
MALE,downreg,Slc25a17.mRNA,1,NA,1
MALE,downreg,Cadps.mRNA,1,1,1
MALE,downreg,Nova1.mRNA,1,1,1
MALE,downreg,Calb1.mRNA,1,NA,NA
MALE,downreg,Pdha1.mRNA1,1,NA,NA
MALE,downreg,Nrcam.mRNA1,1,NA,NA
MALE,downreg,Gabra4.mRNA,1,NA,1
MALE,downreg,Grn.mRNA,1,NA,NA
MALE,downreg,Psmb8.mRNA,1,1,NA
MALE,downreg,Gsk3b.mRNA,1,1,1
MALE,downreg,Orc3.mRNA,1,NA,NA
MALE,downreg,Plp1.mRNA1,1,NA,NA
MALE,downreg,Cntf.mRNA,1,1,1
MALE,downreg,Sox2.mRNA,1,1,1
MALE,downreg,Pecam1.mRNA,1,1,1
MALE,downreg,Cacna2d1.mRNA,1,1,1
MALE,downreg,Ugcg.mRNA,1,NA,1
MALE,downreg,Klrk1.mRNA,1,NA,NA
MALE,downreg,Ctss.mRNA,1,NA,NA
MALE,downreg,Vegfa.mRNA,1,1,1
MALE,downreg,Il1a.mRNA,1,NA,NA
MALE,downreg,Gla.mRNA1,1,NA,NA
MALE,downreg,Mmp12.mRNA,1,NA,NA
MALE,downreg,Casp3.mRNA,1,1,1
MALE,downreg,Gpr34.mRNA,1,NA,NA
MALE,downreg,Gfap.mRNA,1,NA,NA
MALE,downreg,Sox9.mRNA,1,1,1
MALE,downreg,Gabra5.mRNA,1,NA,NA
MALE,downreg,Mal2.mRNA,1,NA,1
MALE,downreg,Cd9.mRNA,1,1,1
MALE,downreg,Nrxn1.mRNA,1,1,1
MALE,downreg,C1qa.mRNA,1,1,1
MALE,downreg,Map2.mRNA,1,1,1
MALE,downreg,Gad2.mRNA1,1,NA,NA
MALE,downreg,Adam22.mRNA1,1,NA,NA
MALE,downreg,Slc11a1.mRNA,1,NA,NA
MALE,downreg,Lgmn.mRNA1,1,NA,NA
MALE,downreg,Epb41l3.mRNA,1,1,1
MALE,downreg,Dock3.mRNA1,1,NA,NA
MALE,downreg,Atcay.mRNA,NA,1,1
MALE,downreg,Usp30.mRNA,NA,1,1
MALE,downreg,Atp6v0e2.mRNA,NA,1,1
MALE,downreg,Park7.mRNA,NA,1,1
MALE,downreg,Unc13a.mRNA,NA,1,1
MALE,downreg,Mbp.mRNA,NA,1,1
MALE,downreg,Gnai2.mRNA1,NA,1,1
MALE,downreg,Bcas1.mRNA,NA,1,1
MALE,downreg,Cadm3.mRNA,NA,1,1
MALE,downreg,Plekhb1.mRNA,NA,1,1
MALE,downreg,Camk2b.mRNA,NA,1,1
MALE,downreg,Prpf31.mRNA,NA,1,1
MALE,downreg,Rnf10.mRNA,NA,1,1
MALE,downreg,Map2k2.mRNA,NA,1,1
MALE,downreg,Ap1s1.mRNA1,NA,1,1
MALE,downreg,Akt1s1.mRNA1,NA,1,1
MALE,downreg,Kif3a.mRNA,NA,1,1
MALE,downreg,Ap2b1.mRNA,NA,1,1
MALE,downreg,Prkcb.mRNA,NA,1,1
MALE,downreg,Shh.mRNA,NA,1,1
MALE,downreg,Arsa.mRNA,NA,1,1
MALE,downreg,Bin1.mRNA,NA,1,1
MALE,downreg,Keap1.mRNA,NA,1,1
MALE,downreg,Rbx1.mRNA,NA,1,1
MALE,downreg,Efnb3.mRNA1,NA,1,1
MALE,downreg,Dlg4.mRNA1,NA,1,1
MALE,downreg,Ina.mRNA,NA,1,1
MALE,downreg,Adora2a.mRNA,NA,1,1
MALE,downreg,Tln2.mRNA,NA,1,1
MALE,downreg,Npy.mRNA,NA,1,1
MALE,downreg,Atf6.mRNA,NA,1,1
MALE,downreg,Slu7.mRNA,NA,1,1
MALE,downreg,Pnkd.mRNA,NA,1,1
MALE,downreg,Sptbn2.mRNA,NA,1,1
MALE,downreg,Pde4d.mRNA1,NA,1,1
MALE,downreg,Htr1a.mRNA,NA,1,1
MALE,downreg,Lrrc4.mRNA,NA,1,1
MALE,downreg,Grin2b.mRNA,NA,1,1
MALE,downreg,Prnp.mRNA,NA,1,1
MALE,downreg,Snap91.mRNA,NA,1,1
MALE,downreg,Emp2.mRNA,NA,1,1
MALE,downreg,Atp6v1e1.mRNA,NA,1,1
MALE,downreg,Serpine2.mRNA,NA,1,1
MALE,downreg,Prkca.mRNA,NA,1,1
MALE,downreg,Sf3b2.mRNA,NA,1,1
MALE,downreg,Ppp2r5e.mRNA,NA,1,1
MALE,downreg,Efna5.mRNA,NA,1,1
MALE,downreg,Cds1.mRNA,NA,1,1
MALE,downreg,Dlg3.mRNA,NA,1,1
MALE,downreg,Apoe.mRNA,NA,1,1
MALE,downreg,Ltbr.mRNA,NA,1,1
MALE,downreg,Hras.mRNA,NA,1,1
MALE,downreg,Slc32a1.mRNA,NA,1,1
MALE,downreg,Kcna1.mRNA,NA,1,1
MALE,downreg,Ccnd1.mRNA,NA,1,1
MALE,downreg,Kcnb1.mRNA,NA,1,1
MALE,downreg,Sp1.mRNA,NA,1,1
MALE,downreg,Pla2g16.mRNA,NA,1,1
MALE,downreg,Sugt1.mRNA,NA,1,1
MALE,downreg,Ptprn2.mRNA,NA,1,1
MALE,downreg,Cdc40.mRNA,NA,1,1
MALE,downreg,Abca1.mRNA,NA,1,1
MALE,downreg,Epha6.mRNA,NA,1,1
MALE,downreg,Gpd1l.mRNA,NA,1,1
MALE,downreg,Pten.mRNA,NA,1,1
MALE,downreg,Gria1.mRNA,NA,1,1
MALE,downreg,Pik3r1.mRNA,NA,1,1
MALE,downreg,Pink1.mRNA1,NA,1,1
MALE,downreg,Gabarapl1.mRNA,NA,1,1
MALE,downreg,Prkcz.mRNA1,NA,1,1
MALE,downreg,Cab39.mRNA,NA,1,1
MALE,downreg,Pls1.mRNA,NA,1,1
MALE,downreg,Rdx.mRNA,NA,1,1
MALE,downreg,Ppp2r5c.mRNA,NA,1,1
MALE,downreg,Fth1.mRNA,NA,1,1
MALE,downreg,Mnat1.mRNA,NA,1,1
MALE,downreg,Adam10.mRNA,NA,1,1
MALE,downreg,Brms1l.mRNA,NA,1,1
MALE,downreg,Nlk.mRNA,NA,1,1
MALE,downreg,Col4a2.mRNA,NA,1,1
MALE,downreg,Neo1.mRNA,NA,1,1
MALE,downreg,Tpm1.mRNA,NA,1,1
MALE,downreg,Bcas2.mRNA,NA,1,1
MALE,downreg,Opa1.mRNA,NA,1,1
MALE,downreg,Adra2a.mRNA1,NA,1,1
MALE,downreg,Hdac7.mRNA,NA,1,1
MALE,downreg,Adh5.mRNA,NA,1,1
MALE,downreg,Rims1.mRNA,NA,1,1
MALE,downreg,Lclat1.mRNA,NA,1,1
MALE,downreg,Sod1.mRNA,NA,1,1
MALE,downreg,Calm1.mRNA,NA,1,1
MALE,downreg,Cxcl12.mRNA,NA,1,1
MALE,downreg,Pvalb.mRNA,NA,1,1
MALE,downreg,Mapk10.mRNA,NA,1,1
MALE,downreg,P2rx4.mRNA,NA,1,1
MALE,downreg,Dlat.mRNA,NA,1,1
MALE,downreg,Palm.mRNA1,NA,1,1
MALE,downreg,Atxn7.mRNA,NA,1,1
MALE,downreg,Rab3c.mRNA,NA,1,1
MALE,downreg,Abat.mRNA,NA,1,1
MALE,downreg,Synj1.mRNA,NA,1,1
MALE,downreg,Sod2.mRNA,NA,1,1
MALE,downreg,Tfam.mRNA,NA,1,1
MALE,downreg,Arpc5l.mRNA,NA,1,1
MALE,downreg,Pak1.mRNA,NA,1,1
MALE,downreg,Ppp3ca.mRNA,NA,1,1
MALE,downreg,Sncb.mRNA,NA,1,1
MALE,downreg,Dnm1l.mRNA,NA,1,1
MALE,downreg,Gnaq.mRNA,NA,1,1
MALE,downreg,Arpc1a.mRNA,NA,1,1
MALE,downreg,Inpp5f.mRNA,NA,1,1
MALE,downreg,Dcx.mRNA,NA,1,1
MALE,downreg,Prkaa2.mRNA,NA,1,1
MALE,downreg,Eif2s1.mRNA,NA,1,1
MALE,downreg,Rit2.mRNA,NA,1,1
MALE,downreg,Smn1.mRNA,NA,1,1
MALE,downreg,Eid1.mRNA,NA,1,1
MALE,downreg,Dnaja2.mRNA,NA,1,1
MALE,downreg,Rac1.mRNA,NA,1,1
MALE,downreg,Trim26.mRNA,NA,1,1
MALE,downreg,Bnip3.mRNA,NA,1,1
MALE,downreg,Gabrb2.mRNA,NA,1,1
MALE,downreg,Ap2m1.mRNA,NA,1,1
MALE,downreg,Ube2k.mRNA,NA,1,1
MALE,downreg,Slc25a4.mRNA,NA,1,1
MALE,downreg,Xiap.mRNA,NA,1,1
MALE,downreg,Ptprr.mRNA,NA,1,1
MALE,downreg,Ube3a.mRNA,NA,1,1
MALE,downreg,Nol3.mRNA,NA,1,1
MALE,downreg,Lypla1.mRNA,NA,1,1
MALE,downreg,S100b.mRNA,NA,1,1
MALE,downreg,Parp1.mRNA1,NA,1,1
MALE,downreg,Nefl.mRNA,NA,1,1
MALE,downreg,Cers4.mRNA,NA,1,1
MALE,downreg,Akt2.mRNA,NA,1,NA
MALE,downreg,C1qb.mRNA,NA,1,1
MALE,downreg,Lag3.mRNA,NA,1,1
MALE,downreg,Lmna.mRNA,NA,1,1
MALE,downreg,Shc3.mRNA,NA,1,1
MALE,downreg,Grm2.mRNA,NA,1,1
MALE,downreg,Cacnb4.mRNA,NA,1,1
MALE,downreg,Kras.mRNA,NA,1,1
MALE,downreg,Ncl.mRNA,NA,1,NA
MALE,downreg,Asns.mRNA,NA,1,1
MALE,downreg,Hap1.mRNA1,NA,1,NA
MALE,downreg,Adcy1.mRNA,NA,1,1
MALE,downreg,Atp6v1h.mRNA,NA,1,1
MALE,downreg,Taf4b.mRNA,NA,1,1
MALE,downreg,Adcy5.mRNA,NA,1,1
MALE,downreg,Cdc27.mRNA,NA,1,1
MALE,downreg,Txnl1.mRNA,NA,1,1
MALE,downreg,Cul3.mRNA,NA,1,1
MALE,downreg,Ifngr2.mRNA,NA,1,1
MALE,downreg,Apc.mRNA,NA,1,1
MALE,downreg,Gtf2a1.mRNA,NA,1,1
MALE,downreg,Atp6v0c.mRNA,NA,1,NA
MALE,downreg,Wfs1.mRNA,NA,1,1
MALE,downreg,Mmut.mRNA,NA,1,1
MALE,downreg,Ddit3.mRNA1,NA,1,1
MALE,downreg,Actn1.mRNA1,NA,1,1
MALE,downreg,Gng3.mRNA,NA,1,1
MALE,downreg,Twistnb.mRNA,NA,1,1
MALE,downreg,Gal3st1.mRNA,NA,1,1
MALE,downreg,Psma5.mRNA,NA,1,1
MALE,downreg,Nts.mRNA,NA,1,1
MALE,downreg,Crot.mRNA,NA,1,1
MALE,downreg,Atp6v1g2.mRNA,NA,1,1
MALE,downreg,Rasa1.mRNA,NA,1,1
MALE,downreg,Insr.mRNA,NA,1,1
MALE,downreg,Rock2.mRNA,NA,1,1
MALE,downreg,Vip.mRNA,NA,1,1
MALE,downreg,Pros1.mRNA,NA,1,1
MALE,downreg,Gtf2h1.mRNA,NA,1,1
MALE,downreg,Ppp2ca.mRNA,NA,1,1
MALE,downreg,Mmp24.mRNA1,NA,1,1
MALE,downreg,Serpinb6a.mRNA1,NA,1,1
MALE,downreg,Nwd1.mRNA,NA,1,1
MALE,downreg,Ccnh.mRNA,NA,1,1
MALE,downreg,Pik3cb.mRNA,NA,1,NA
MALE,downreg,Acvrl1.mRNA,NA,1,1
MALE,downreg,Prkcsh.mRNA1,NA,1,1
MALE,downreg,Cers2.mRNA,NA,1,1
MALE,downreg,Zfp365.mRNA,NA,1,1
MALE,downreg,Optn.mRNA,NA,1,1
MALE,downreg,Ap3s1.mRNA,NA,1,1
MALE,downreg,Acsl3.mRNA,NA,1,1
MALE,downreg,Cul2.mRNA,NA,1,1
MALE,downreg,Fmr1.mRNA,NA,1,1
MALE,downreg,Mmp16.mRNA,NA,1,1
MALE,downreg,Akt3.mRNA,NA,1,1
MALE,downreg,Eloc.mRNA,NA,1,1
MALE,downreg,Tlr3.mRNA,NA,1,1
MALE,downreg,Zfp24.mRNA,NA,1,1
MALE,downreg,Gga1.mRNA,NA,1,1
MALE,downreg,Hmgb1.mRNA,NA,1,1
MALE,downreg,Lsm7.mRNA,NA,1,1
MALE,downreg,Phf21a.mRNA,NA,1,1
MALE,downreg,Ring1.mRNA,NA,1,1
MALE,downreg,Grm5.mRNA,NA,1,1
MALE,downreg,Sptan1.mRNA,NA,1,1
MALE,downreg,Htra2.mRNA,NA,1,1
MALE,downreg,Trim37.mRNA,NA,1,1
MALE,downreg,Cycs.mRNA,NA,1,1
MALE,downreg,Ngf.mRNA,NA,1,1
MALE,downreg,Smpd4.mRNA,NA,1,1
MALE,downreg,C1qc.mRNA,NA,1,1
MALE,downreg,Oxr1.mRNA,NA,1,1
MALE,downreg,Stmn1.mRNA,NA,1,1
MALE,downreg,Plcl2.mRNA1,NA,1,NA
MALE,downreg,Hnrnpm.mRNA,NA,1,1
MALE,downreg,Myo5a.mRNA,NA,1,1
MALE,downreg,Abcb1a.mRNA,NA,1,1
MALE,downreg,Naglu.mRNA,NA,1,1
MALE,downreg,Atp9a.mRNA,NA,1,1
MALE,downreg,Gbp2.mRNA,NA,1,1
MALE,downreg,Map2k4.mRNA,NA,1,1
MALE,downreg,Arrb2.mRNA,NA,1,NA
MALE,downreg,Stambpl1.mRNA1,NA,1,1
MALE,downreg,Npc2.mRNA,NA,1,1
MALE,downreg,Tmem47.mRNA,NA,1,1
MALE,downreg,Rorb.mRNA,NA,1,NA
MALE,downreg,Adgra2.mRNA,NA,1,NA
MALE,downreg,Ccl12.mRNA,NA,1,1
MALE,downreg,Bid.mRNA,NA,1,1
MALE,downreg,Taf10.mRNA,NA,1,1
MALE,downreg,Hadh.mRNA,NA,1,1
MALE,downreg,Dgkb.mRNA,NA,1,1
MALE,downreg,Polr2k.mRNA,NA,1,1
MALE,downreg,Bad.mRNA,NA,1,1
MALE,downreg,Chmp2b.mRNA,NA,1,1
MALE,downreg,Icam2.mRNA,NA,1,1
MALE,downreg,Arpc2.mRNA,NA,1,1
MALE,downreg,Calb2.mRNA1,NA,1,1
MALE,downreg,Creb1.mRNA,NA,1,1
MALE,downreg,Skp1a.mRNA,NA,1,1
MALE,downreg,Syt7.mRNA,NA,1,NA
MALE,downreg,Scn1a.mRNA,NA,1,NA
MALE,downreg,Trf.mRNA,NA,1,NA
MALE,downreg,Taf4.mRNA,NA,1,1
MALE,downreg,Casp6.mRNA,NA,1,NA
MALE,downreg,Atp5b.mRNA,NA,1,1
MALE,downreg,Stx1a.mRNA,NA,1,1
MALE,downreg,Ran.mRNA,NA,1,NA
MALE,downreg,Akt1.mRNA,NA,1,1
MALE,downreg,E2f3.mRNA,NA,1,1
MALE,downreg,Egfl7.mRNA,NA,1,1
MALE,downreg,Dot1l.mRNA1,NA,1,NA
MALE,downreg,Aldh1a1.mRNA,NA,1,NA
MALE,downreg,Parp2.mRNA,NA,1,1
MALE,downreg,Ermn.mRNA,NA,1,NA
MALE,downreg,Gsr.mRNA1,NA,1,NA
MALE,downreg,Crebbp.mRNA,NA,1,NA
MALE,downreg,Fgf13.mRNA,NA,1,1
MALE,downreg,Vim.mRNA,NA,1,1
MALE,downreg,Mapt.mRNA,NA,1,1
MALE,downreg,Nuak1.mRNA1,NA,1,1
MALE,downreg,Sucla2.mRNA,NA,1,1
MALE,downreg,Tomm70a.mRNA,NA,1,1
MALE,downreg,Thy1.mRNA,NA,1,1
MALE,downreg,Nes.mRNA,NA,1,NA
MALE,downreg,Cdk5r1.mRNA,NA,1,1
MALE,downreg,Selenos.mRNA,NA,1,1
MALE,downreg,Nme5.mRNA,NA,1,1
MALE,downreg,Rab2a.mRNA,NA,1,1
MALE,downreg,Spast.mRNA,NA,1,NA
MALE,downreg,Xbp1.mRNA1,NA,1,1
MALE,downreg,Sumo1.mRNA,NA,1,1
MALE,downreg,Pik3ca.mRNA,NA,1,NA
MALE,downreg,Sall1.mRNA,NA,1,NA
MALE,downreg,Tnc.mRNA,NA,1,1
MALE,downreg,Camk2a.mRNA,NA,1,1
MALE,downreg,Mapkapk2.mRNA1,NA,1,NA
MALE,downreg,Grb2.mRNA,NA,1,1
MALE,downreg,Atg12.mRNA,NA,1,1
MALE,downreg,Ppp2r2b.mRNA,NA,1,1
MALE,downreg,Olfml3.mRNA,NA,1,NA
MALE,downreg,Cdkn1a.mRNA1,NA,1,1
MALE,downreg,Panx1.mRNA,NA,1,1
MALE,downreg,Lamp1.mRNA,NA,1,1
MALE,downreg,Phf2.mRNA1,NA,1,NA
MALE,downreg,Gabra3.mRNA,NA,1,1
MALE,downreg,Trim45.mRNA,NA,1,1
MALE,downreg,Cdc7.mRNA,NA,1,NA
MALE,downreg,Immt.mRNA,NA,1,1
MALE,downreg,Lsm2.mRNA1,NA,1,1
MALE,downreg,Usp2.mRNA,NA,1,1
MALE,downreg,Cacna1d.mRNA,NA,1,NA
MALE,downreg,Kcnq5.mRNA,NA,1,1
MALE,downreg,Mag.mRNA,NA,1,NA
MALE,downreg,Pcsk2.mRNA,NA,1,1
MALE,downreg,Ncf1.mRNA,NA,1,NA
MALE,downreg,Sart1.mRNA,NA,1,NA
MALE,downreg,Cast.mRNA,NA,1,1
MALE,downreg,Rab6b.mRNA,NA,1,NA
MALE,downreg,Tmem100.mRNA,NA,1,NA
MALE,downreg,Ptpn11.mRNA,NA,1,NA
MALE,downreg,Grik2.mRNA,NA,1,1
MALE,downreg,Sec61a2.mRNA,NA,1,1
MALE,downreg,Sirpa.mRNA,NA,1,1
MALE,downreg,Cck.mRNA,NA,1,1
MALE,downreg,Acat1.mRNA,NA,1,1
MALE,downreg,Crh.mRNA,NA,1,1
MALE,downreg,Olig1.mRNA,NA,1,NA
MALE,downreg,Arl6ip5.mRNA,NA,NA,1
MALE,downreg,Acot13.mRNA,NA,NA,1
MALE,downreg,Ube2n.mRNA,NA,NA,1
MALE,downreg,Taf9.mRNA,NA,NA,1
MALE,downreg,Calm2.mRNA,NA,NA,1
MALE,downreg,Pcna.mRNA,NA,NA,1
MALE,downreg,Mmrn2.mRNA,NA,NA,1
MALE,downreg,Polr2j.mRNA,NA,NA,1
MALE,downreg,Orc5.mRNA,NA,NA,1
MALE,downreg,Dnajb9.mRNA,NA,NA,1
MALE,downreg,Tomm20.mRNA,NA,NA,1
MALE,downreg,Ppt1.mRNA,NA,NA,1
MALE,downreg,Tspan7.mRNA,NA,NA,1
MALE,downreg,S100a10.mRNA,NA,NA,1
MALE,downreg,Orc4.mRNA,NA,NA,1
MALE,downreg,Rab1a.mRNA,NA,NA,1
MALE,downreg,Sri.mRNA,NA,NA,1
MALE,downreg,Sparc.mRNA,NA,NA,1
MALE,downreg,Il18.mRNA,NA,NA,1
MALE,downreg,Taz.mRNA,NA,NA,1
MALE,downreg,Cst3.mRNA,NA,NA,1
MALE,downreg,Scoc.mRNA,NA,NA,1
MALE,downreg,Sall3.mRNA,NA,NA,1
MALE,downreg,Map1lc3b.mRNA,NA,NA,1
MALE,downreg,Atp6v1g1.mRNA,NA,NA,1
MALE,downreg,Esam.mRNA,NA,NA,1
MALE,downreg,Adgrl4.mRNA1,NA,NA,1
MALE,downreg,Psmc6.mRNA,NA,NA,1
MALE,downreg,Adgrg1.mRNA,NA,NA,1
MALE,downreg,Sirt5.mRNA,NA,NA,1
MALE,downreg,Amigo1.mRNA,NA,NA,1
MALE,downreg,Prkce.mRNA,NA,NA,1
MALE,downreg,Ranbp9.mRNA,NA,NA,1
MALE,downreg,Gnas.mRNA,NA,NA,1
MALE,downreg,Nqo1.mRNA,NA,NA,1
MALE,downreg,Gtf2b.mRNA,NA,NA,1
MALE,downreg,Tspo.mRNA,NA,NA,1
MALE,downreg,Clta.mRNA,NA,NA,1
MALE,downreg,Extl2.mRNA,NA,NA,1
MALE,downreg,Homer1.mRNA,NA,NA,1
MALE,downreg,Ang.mRNA,NA,NA,1
MALE,downreg,Atxn3.mRNA,NA,NA,1
MALE,downreg,Ifnar1.mRNA,NA,NA,1
MALE,downreg,Prkar1a.mRNA,NA,NA,1
MALE,downreg,Apaf1.mRNA1,NA,NA,1
MALE,downreg,Prpf3.mRNA1,NA,NA,1
MALE,downreg,Psmb9.mRNA,NA,NA,1
MALE,downreg,Ckb.mRNA,NA,NA,1
MALE,downreg,Ywhae.mRNA,NA,NA,1
MALE,downreg,Grin2c.mRNA,NA,NA,1
MALE,downreg,Gng2.mRNA,NA,NA,1
MALE,downreg,Cntnap2.mRNA,NA,NA,1
MALE,downreg,Gata2.mRNA,NA,NA,1
MALE,downreg,Adcy9.mRNA,NA,NA,1
MALE,downreg,Fabp5.mRNA,NA,NA,1
MALE,downreg,Atp6v1d.mRNA,NA,NA,1
MALE,downreg,Slc7a8.mRNA,NA,NA,1
MALE,downreg,Ahcyl1.mRNA,NA,NA,1
MALE,downreg,Psmd14.mRNA,NA,NA,1
MALE,downreg,Ctsw.mRNA,NA,NA,1
MALE,downreg,Vdac1.mRNA,NA,NA,1
MALE,downreg,Drd1.mRNA1,NA,NA,1
MALE,downreg,Il6ra.mRNA1,NA,NA,1
MALE,downreg,Fgf12.mRNA,NA,NA,1
MALE,downreg,Fcrls.mRNA,NA,NA,1
MALE,downreg,Ank2.mRNA,NA,NA,1
MALE,downreg,Ube2d2a.b.mRNA,NA,NA,1
MALE,downreg,Pllp.mRNA,NA,NA,1
MALE,downreg,Mapk8.mRNA,NA,NA,1
MALE,downreg,Casp1.mRNA,NA,NA,1
FEMALE,upreg,Cdkn1a.mRNA2,1,NA,NA
FEMALE,upreg,Taf4.mRNA1,1,NA,1
FEMALE,upreg,Nr4a2.mRNA1,1,1,1
FEMALE,upreg,Klrk1.mRNA1,1,1,1
FEMALE,upreg,Trim17.mRNA1,1,1,1
FEMALE,upreg,Bhlhe40.mRNA1,1,1,1
FEMALE,upreg,Calb2.mRNA2,1,NA,NA
FEMALE,upreg,Cxcl11.mRNA1,1,1,1
FEMALE,upreg,Ass1.mRNA1,1,1,NA
FEMALE,upreg,Mmp24.mRNA2,1,1,1
FEMALE,upreg,Ctns.mRNA,1,NA,1
