ensembl_gene_id,gene_biotype
ENSG00000149782,protein_coding
ENSG00000149792,protein_coding
ENSG00000149798,protein_coding
ENSG00000149806,protein_coding
ENSG00000149809,protein_coding
ENSG00000149823,protein_coding
ENSG00000149922,protein_coding
ENSG00000149923,protein_coding
ENSG00000149925,protein_coding
ENSG00000149926,protein_coding
ENSG00000149927,protein_coding
ENSG00000149929,protein_coding
ENSG00000149930,protein_coding
ENSG00000149932,protein_coding
ENSG00000149948,protein_coding
ENSG00000149968,protein_coding
ENSG00000149970,protein_coding
ENSG00000149972,protein_coding
ENSG00000150045,protein_coding
ENSG00000150048,protein_coding
ENSG00000150051,protein_coding
ENSG00000150054,protein_coding
ENSG00000150093,protein_coding
ENSG00000150175,unprocessed_pseudogene
ENSG00000150201,protein_coding
ENSG00000150244,protein_coding
ENSG00000150261,protein_coding
ENSG00000150269,protein_coding
ENSG00000150275,protein_coding
ENSG00000150276,processed_pseudogene
ENSG00000150281,protein_coding
ENSG00000150316,protein_coding
ENSG00000150337,protein_coding
ENSG00000150347,protein_coding
ENSG00000150361,protein_coding
ENSG00000150394,protein_coding
ENSG00000150401,protein_coding
ENSG00000150403,protein_coding
ENSG00000150433,protein_coding
ENSG00000150455,protein_coding
ENSG00000150456,protein_coding
ENSG00000150457,protein_coding
ENSG00000150459,protein_coding
ENSG00000150471,protein_coding
ENSG00000150477,protein_coding
ENSG00000150510,protein_coding
ENSG00000150527,protein_coding
ENSG00000150540,protein_coding
ENSG00000150551,protein_coding
ENSG00000150556,protein_coding
ENSG00000150593,protein_coding
ENSG00000150594,protein_coding
ENSG00000150625,protein_coding
ENSG00000150627,protein_coding
ENSG00000150628,protein_coding
ENSG00000150630,protein_coding
ENSG00000150636,protein_coding
ENSG00000150637,protein_coding
ENSG00000150656,protein_coding
ENSG00000150667,protein_coding
ENSG00000150672,protein_coding
ENSG00000150676,protein_coding
ENSG00000150681,protein_coding
ENSG00000150687,protein_coding
ENSG00000150712,protein_coding
ENSG00000150722,protein_coding
ENSG00000150732,processed_pseudogene
ENSG00000150750,protein_coding
ENSG00000150753,protein_coding
ENSG00000150756,protein_coding
ENSG00000150760,protein_coding
ENSG00000150764,protein_coding
ENSG00000150768,protein_coding
ENSG00000150773,protein_coding
ENSG00000150776,protein_coding
ENSG00000150779,protein_coding
ENSG00000150782,protein_coding
ENSG00000150783,protein_coding
ENSG00000150787,protein_coding
ENSG00000150867,protein_coding
ENSG00000150873,protein_coding
ENSG00000150893,protein_coding
ENSG00000150907,protein_coding
ENSG00000150938,protein_coding
ENSG00000150961,protein_coding
ENSG00000150967,protein_coding
ENSG00000150977,protein_coding
ENSG00000150990,protein_coding
ENSG00000150991,protein_coding
ENSG00000150995,protein_coding
ENSG00000151005,protein_coding
ENSG00000151006,protein_coding
ENSG00000151012,protein_coding
ENSG00000151014,protein_coding
ENSG00000151023,protein_coding
ENSG00000151025,protein_coding
ENSG00000151033,protein_coding
ENSG00000151062,protein_coding
ENSG00000151065,protein_coding
ENSG00000151067,protein_coding
ENSG00000151079,protein_coding
ENSG00000151090,protein_coding
ENSG00000151092,protein_coding
ENSG00000151093,protein_coding
ENSG00000151116,protein_coding
ENSG00000151117,protein_coding
ENSG00000151131,protein_coding
ENSG00000151135,protein_coding
ENSG00000151136,protein_coding
ENSG00000151148,protein_coding
ENSG00000151150,protein_coding
ENSG00000151151,protein_coding
ENSG00000151164,protein_coding
ENSG00000151176,protein_coding
ENSG00000151208,protein_coding
ENSG00000151224,protein_coding
ENSG00000151229,protein_coding
ENSG00000151233,protein_coding
ENSG00000151239,protein_coding
ENSG00000151240,protein_coding
ENSG00000151247,protein_coding
ENSG00000151276,protein_coding
ENSG00000151287,protein_coding
ENSG00000151292,protein_coding
ENSG00000151303,processed_transcript
ENSG00000151304,protein_coding
ENSG00000151320,protein_coding
ENSG00000151322,protein_coding
ENSG00000151327,protein_coding
ENSG00000151332,protein_coding
ENSG00000151338,protein_coding
ENSG00000151348,protein_coding
ENSG00000151353,protein_coding
ENSG00000151360,protein_coding
ENSG00000151364,protein_coding
ENSG00000151365,protein_coding
ENSG00000151366,protein_coding
ENSG00000151376,protein_coding
ENSG00000151379,protein_coding
ENSG00000151388,protein_coding
ENSG00000151413,protein_coding
ENSG00000151414,protein_coding
ENSG00000151418,protein_coding
ENSG00000151422,protein_coding
ENSG00000151445,protein_coding
ENSG00000151458,protein_coding
ENSG00000151461,protein_coding
ENSG00000151465,protein_coding
ENSG00000151466,protein_coding
ENSG00000151468,protein_coding
ENSG00000151470,protein_coding
ENSG00000151474,protein_coding
ENSG00000151475,protein_coding
ENSG00000151490,protein_coding
ENSG00000151491,protein_coding
ENSG00000151498,protein_coding
ENSG00000151500,protein_coding
ENSG00000151502,protein_coding
ENSG00000151503,protein_coding
ENSG00000151532,protein_coding
ENSG00000151552,protein_coding
ENSG00000151553,protein_coding
ENSG00000151572,protein_coding
ENSG00000151575,protein_coding
ENSG00000151576,protein_coding
ENSG00000151577,protein_coding
ENSG00000151611,protein_coding
ENSG00000151612,protein_coding
ENSG00000151615,protein_coding
ENSG00000151617,protein_coding
ENSG00000151623,protein_coding
ENSG00000151631,unprocessed_pseudogene
ENSG00000151632,protein_coding
ENSG00000151640,protein_coding
ENSG00000151650,protein_coding
ENSG00000151651,protein_coding
ENSG00000151655,protein_coding
ENSG00000151657,protein_coding
ENSG00000151665,protein_coding
ENSG00000151687,protein_coding
ENSG00000151689,protein_coding
ENSG00000151690,protein_coding
ENSG00000151692,protein_coding
ENSG00000151693,protein_coding
ENSG00000151694,protein_coding
ENSG00000151702,protein_coding
ENSG00000151704,protein_coding
ENSG00000151715,protein_coding
ENSG00000151718,protein_coding
ENSG00000151725,protein_coding
ENSG00000151726,protein_coding
ENSG00000151729,protein_coding
ENSG00000151743,protein_coding
ENSG00000151746,protein_coding
ENSG00000151748,protein_coding
ENSG00000151773,protein_coding
ENSG00000151778,protein_coding
ENSG00000151779,protein_coding
ENSG00000151789,protein_coding
ENSG00000151790,protein_coding
ENSG00000151806,protein_coding
ENSG00000151812,protein_coding
ENSG00000151834,protein_coding
ENSG00000151835,protein_coding
ENSG00000151838,protein_coding
ENSG00000151846,protein_coding
ENSG00000151849,protein_coding
ENSG00000151876,protein_coding
ENSG00000151881,protein_coding
ENSG00000151882,protein_coding
ENSG00000151883,protein_coding
ENSG00000151892,protein_coding
ENSG00000151893,protein_coding
ENSG00000151914,protein_coding
ENSG00000151917,protein_coding
ENSG00000151923,protein_coding
ENSG00000151929,protein_coding
ENSG00000151948,protein_coding
ENSG00000151952,protein_coding
ENSG00000151962,protein_coding
ENSG00000151963,unprocessed_pseudogene
ENSG00000151967,protein_coding
ENSG00000152034,protein_coding
ENSG00000152049,protein_coding
ENSG00000152056,protein_coding
ENSG00000152061,protein_coding
ENSG00000152076,protein_coding
ENSG00000152078,protein_coding
ENSG00000152082,protein_coding
ENSG00000152086,protein_coding
ENSG00000152092,protein_coding
ENSG00000152093,protein_coding
ENSG00000152102,protein_coding
ENSG00000152104,protein_coding
ENSG00000152117,transcribed_processed_pseudogene
ENSG00000152127,protein_coding
ENSG00000152128,protein_coding
ENSG00000152133,protein_coding
ENSG00000152137,protein_coding
ENSG00000152147,protein_coding
ENSG00000152154,protein_coding
ENSG00000152192,protein_coding
ENSG00000152193,protein_coding
ENSG00000152207,protein_coding
ENSG00000152208,protein_coding
ENSG00000152213,protein_coding
ENSG00000152214,protein_coding
ENSG00000152217,protein_coding
ENSG00000152219,protein_coding
ENSG00000152223,protein_coding
ENSG00000152229,protein_coding
ENSG00000152234,protein_coding
ENSG00000152240,protein_coding
ENSG00000152242,protein_coding
ENSG00000152253,protein_coding
ENSG00000152254,protein_coding
ENSG00000152256,protein_coding
ENSG00000152266,protein_coding
ENSG00000152270,protein_coding
ENSG00000152284,protein_coding
ENSG00000152291,protein_coding
ENSG00000152292,protein_coding
ENSG00000152315,protein_coding
ENSG00000152332,protein_coding
ENSG00000152348,protein_coding
ENSG00000152359,protein_coding
ENSG00000152377,protein_coding
ENSG00000152380,protein_coding
ENSG00000152382,protein_coding
ENSG00000152402,protein_coding
ENSG00000152404,protein_coding
ENSG00000152409,protein_coding
ENSG00000152413,protein_coding
ENSG00000152422,protein_coding
ENSG00000152430,protein_coding
ENSG00000152433,protein_coding
ENSG00000152439,protein_coding
ENSG00000152443,protein_coding
ENSG00000152454,protein_coding
ENSG00000152455,protein_coding
ENSG00000152457,protein_coding
ENSG00000152463,protein_coding
ENSG00000152464,protein_coding
ENSG00000152465,protein_coding
ENSG00000152467,protein_coding
ENSG00000152475,protein_coding
ENSG00000152484,protein_coding
ENSG00000152492,protein_coding
ENSG00000152495,protein_coding
ENSG00000152503,protein_coding
ENSG00000152518,protein_coding
ENSG00000152520,protein_coding
ENSG00000152527,protein_coding
ENSG00000152556,protein_coding
ENSG00000152558,protein_coding
ENSG00000152578,protein_coding
ENSG00000152580,protein_coding
ENSG00000152582,protein_coding
ENSG00000152583,protein_coding
ENSG00000152591,protein_coding
ENSG00000152592,protein_coding
ENSG00000152595,protein_coding
ENSG00000152601,protein_coding
ENSG00000152611,protein_coding
ENSG00000152620,protein_coding
ENSG00000152642,protein_coding
ENSG00000152661,protein_coding
ENSG00000152669,protein_coding
ENSG00000152670,protein_coding
ENSG00000152672,protein_coding
ENSG00000152683,protein_coding
ENSG00000152684,protein_coding
ENSG00000152689,protein_coding
ENSG00000152700,protein_coding
ENSG00000152705,protein_coding
ENSG00000152749,protein_coding
ENSG00000152760,protein_coding
ENSG00000152763,protein_coding
ENSG00000152766,protein_coding
ENSG00000152767,protein_coding
ENSG00000152778,protein_coding
ENSG00000152779,protein_coding
ENSG00000152782,protein_coding
ENSG00000152784,protein_coding
ENSG00000152785,protein_coding
ENSG00000152795,protein_coding
ENSG00000152804,protein_coding
ENSG00000152818,protein_coding
ENSG00000152822,protein_coding
ENSG00000152894,protein_coding
ENSG00000152904,protein_coding
ENSG00000152910,protein_coding
ENSG00000152926,protein_coding
ENSG00000152931,lincRNA
ENSG00000152932,protein_coding
ENSG00000152936,protein_coding
ENSG00000152939,protein_coding
ENSG00000152942,protein_coding
ENSG00000152944,protein_coding
ENSG00000152952,protein_coding
ENSG00000152953,protein_coding
ENSG00000152954,protein_coding
ENSG00000152969,protein_coding
ENSG00000152977,protein_coding
ENSG00000152990,protein_coding
ENSG00000153002,protein_coding
ENSG00000153006,protein_coding
ENSG00000153012,protein_coding
ENSG00000153015,protein_coding
ENSG00000153029,protein_coding
ENSG00000153037,protein_coding
ENSG00000153044,protein_coding
ENSG00000153046,protein_coding
ENSG00000153048,protein_coding
ENSG00000153060,protein_coding
ENSG00000153064,protein_coding
ENSG00000153066,protein_coding
ENSG00000153071,protein_coding
ENSG00000153086,protein_coding
ENSG00000153093,protein_coding
ENSG00000153094,protein_coding
ENSG00000153107,protein_coding
ENSG00000153113,protein_coding
ENSG00000153130,protein_coding
ENSG00000153132,protein_coding
ENSG00000153140,protein_coding
ENSG00000153147,protein_coding
ENSG00000153157,protein_coding
ENSG00000153162,protein_coding
ENSG00000153165,protein_coding
ENSG00000153179,protein_coding
ENSG00000153187,protein_coding
ENSG00000153201,protein_coding
ENSG00000153207,protein_coding
ENSG00000153208,protein_coding
ENSG00000153214,protein_coding
ENSG00000153230,protein_coding
ENSG00000153233,protein_coding
ENSG00000153234,protein_coding
ENSG00000153237,protein_coding
ENSG00000153246,protein_coding
ENSG00000153250,protein_coding
ENSG00000153253,protein_coding
ENSG00000153266,protein_coding
ENSG00000153283,protein_coding
ENSG00000153291,protein_coding
ENSG00000153292,protein_coding
ENSG00000153294,protein_coding
ENSG00000153303,protein_coding
ENSG00000153310,protein_coding
ENSG00000153317,protein_coding
ENSG00000153339,protein_coding
ENSG00000153347,protein_coding
ENSG00000153363,lincRNA
ENSG00000153391,protein_coding
ENSG00000153395,protein_coding
ENSG00000153404,protein_coding
ENSG00000153406,protein_coding
ENSG00000153443,protein_coding
ENSG00000153446,protein_coding
ENSG00000153485,protein_coding
ENSG00000153487,protein_coding
ENSG00000153495,protein_coding
ENSG00000153498,protein_coding
ENSG00000153531,protein_coding
ENSG00000153551,protein_coding
ENSG00000153558,protein_coding
ENSG00000153560,protein_coding
ENSG00000153561,protein_coding
ENSG00000153563,protein_coding
ENSG00000153574,protein_coding
ENSG00000153684,protein_coding
ENSG00000153707,protein_coding
ENSG00000153714,protein_coding
ENSG00000153721,protein_coding
ENSG00000153767,protein_coding
ENSG00000153774,protein_coding
ENSG00000153779,protein_coding
ENSG00000153786,protein_coding
ENSG00000153789,protein_coding
ENSG00000153790,protein_coding
ENSG00000153802,protein_coding
ENSG00000153814,protein_coding
ENSG00000153815,protein_coding
ENSG00000153820,protein_coding
ENSG00000153822,protein_coding
ENSG00000153823,protein_coding
ENSG00000153827,protein_coding
ENSG00000153832,protein_coding
ENSG00000153879,protein_coding
ENSG00000153885,protein_coding
ENSG00000153896,protein_coding
ENSG00000153898,protein_coding
ENSG00000153902,protein_coding
ENSG00000153904,protein_coding
ENSG00000153914,protein_coding
ENSG00000153922,protein_coding
ENSG00000153923,transcribed_unprocessed_pseudogene
ENSG00000153930,protein_coding
ENSG00000153933,protein_coding
ENSG00000153936,protein_coding
ENSG00000153944,protein_coding
ENSG00000153956,protein_coding
ENSG00000153975,protein_coding
ENSG00000153976,protein_coding
ENSG00000153982,protein_coding
ENSG00000153989,protein_coding
ENSG00000153993,protein_coding
ENSG00000154001,protein_coding
ENSG00000154007,protein_coding
ENSG00000154016,protein_coding
ENSG00000154025,protein_coding
ENSG00000154027,protein_coding
ENSG00000154040,protein_coding
ENSG00000154059,protein_coding
ENSG00000154065,protein_coding
ENSG00000154079,protein_coding
ENSG00000154080,protein_coding
ENSG00000154096,protein_coding
ENSG00000154099,protein_coding
ENSG00000154102,protein_coding
ENSG00000154114,protein_coding
ENSG00000154118,protein_coding
ENSG00000154122,protein_coding
ENSG00000154124,protein_coding
ENSG00000154127,protein_coding
ENSG00000154133,protein_coding
ENSG00000154134,protein_coding
ENSG00000154143,protein_coding
ENSG00000154144,protein_coding
ENSG00000154146,protein_coding
ENSG00000154153,protein_coding
ENSG00000154162,protein_coding
ENSG00000154165,protein_coding
ENSG00000154174,protein_coding
ENSG00000154175,protein_coding
ENSG00000154188,protein_coding
ENSG00000154198,transcribed_unprocessed_pseudogene
ENSG00000154217,protein_coding
ENSG00000154222,protein_coding
ENSG00000154227,protein_coding
ENSG00000154229,protein_coding
ENSG00000154237,protein_coding
ENSG00000154240,protein_coding
ENSG00000154252,protein_coding
ENSG00000154258,protein_coding
ENSG00000154262,protein_coding
ENSG00000154263,protein_coding
ENSG00000154265,protein_coding
ENSG00000154269,protein_coding
ENSG00000154274,protein_coding
ENSG00000154277,protein_coding
ENSG00000154305,protein_coding
ENSG00000154309,protein_coding
ENSG00000154310,protein_coding
ENSG00000154316,transcribed_unitary_pseudogene
ENSG00000154319,protein_coding
ENSG00000154328,protein_coding
ENSG00000154330,protein_coding
ENSG00000154342,protein_coding
ENSG00000154358,protein_coding
ENSG00000154359,protein_coding
ENSG00000154370,protein_coding
ENSG00000154380,protein_coding
ENSG00000154415,protein_coding
ENSG00000154429,protein_coding
ENSG00000154438,protein_coding
ENSG00000154447,protein_coding
ENSG00000154451,protein_coding
ENSG00000154473,protein_coding
ENSG00000154478,protein_coding
ENSG00000154479,protein_coding
ENSG00000154485,protein_coding
ENSG00000154493,protein_coding
ENSG00000154511,protein_coding
ENSG00000154518,protein_coding
ENSG00000154529,protein_coding
ENSG00000154537,lincRNA
ENSG00000154545,protein_coding
ENSG00000154548,protein_coding
ENSG00000154553,protein_coding
ENSG00000154556,protein_coding
ENSG00000154582,protein_coding
ENSG00000154589,protein_coding
ENSG00000154608,transcribed_unprocessed_pseudogene
ENSG00000154611,protein_coding
ENSG00000154620,protein_coding
ENSG00000154639,protein_coding
ENSG00000154640,protein_coding
ENSG00000154642,protein_coding
ENSG00000154645,protein_coding
ENSG00000154646,protein_coding
ENSG00000154654,protein_coding
ENSG00000154655,protein_coding
ENSG00000154678,protein_coding
ENSG00000154710,protein_coding
ENSG00000154719,protein_coding
ENSG00000154721,protein_coding
ENSG00000154723,protein_coding
ENSG00000154727,protein_coding
ENSG00000154734,protein_coding
ENSG00000154736,protein_coding
ENSG00000154743,protein_coding
ENSG00000154760,protein_coding
ENSG00000154764,protein_coding
ENSG00000154767,protein_coding
ENSG00000154781,protein_coding
ENSG00000154783,protein_coding
ENSG00000154803,protein_coding
ENSG00000154813,protein_coding
ENSG00000154814,protein_coding
ENSG00000154822,protein_coding
ENSG00000154832,protein_coding
ENSG00000154839,protein_coding
ENSG00000154845,protein_coding
ENSG00000154856,protein_coding
ENSG00000154864,protein_coding
ENSG00000154874,transcribed_unprocessed_pseudogene
ENSG00000154889,protein_coding
ENSG00000154898,transcribed_processed_pseudogene
ENSG00000154914,protein_coding
ENSG00000154917,protein_coding
ENSG00000154920,protein_coding
ENSG00000154928,protein_coding
ENSG00000154930,protein_coding
ENSG00000154945,protein_coding
ENSG00000154957,protein_coding
ENSG00000154975,protein_coding
ENSG00000154978,protein_coding
ENSG00000154997,protein_coding
ENSG00000155008,protein_coding
ENSG00000155011,protein_coding
ENSG00000155016,protein_coding
ENSG00000155026,protein_coding
ENSG00000155034,protein_coding
ENSG00000155052,protein_coding
ENSG00000155066,protein_coding
ENSG00000155070,processed_pseudogene
ENSG00000155085,protein_coding
ENSG00000155087,protein_coding
ENSG00000155090,protein_coding
ENSG00000155093,protein_coding
ENSG00000155096,protein_coding
ENSG00000155097,protein_coding
ENSG00000155099,protein_coding
ENSG00000155100,protein_coding
ENSG00000155111,protein_coding
ENSG00000155115,protein_coding
ENSG00000155158,protein_coding
ENSG00000155189,protein_coding
ENSG00000155229,protein_coding
ENSG00000155249,protein_coding
ENSG00000155252,protein_coding
ENSG00000155254,protein_coding
ENSG00000155256,protein_coding
ENSG00000155265,protein_coding
ENSG00000155269,protein_coding
ENSG00000155275,protein_coding
ENSG00000155287,protein_coding
ENSG00000155304,protein_coding
ENSG00000155307,protein_coding
ENSG00000155313,protein_coding
ENSG00000155324,protein_coding
ENSG00000155329,protein_coding
ENSG00000155330,protein_coding
ENSG00000155363,protein_coding
ENSG00000155366,protein_coding
ENSG00000155367,protein_coding
ENSG00000155368,protein_coding
ENSG00000155380,protein_coding
ENSG00000155393,protein_coding
ENSG00000155428,protein_coding
ENSG00000155438,protein_coding
ENSG00000155463,protein_coding
ENSG00000155465,protein_coding
ENSG00000155495,protein_coding
ENSG00000155506,protein_coding
ENSG00000155508,protein_coding
ENSG00000155511,protein_coding
ENSG00000155530,protein_coding
ENSG00000155542,protein_coding
ENSG00000155545,protein_coding
ENSG00000155561,protein_coding
ENSG00000155592,protein_coding
ENSG00000155621,protein_coding
ENSG00000155622,protein_coding
ENSG00000155629,protein_coding
ENSG00000155636,protein_coding
ENSG00000155657,protein_coding
ENSG00000155659,protein_coding
ENSG00000155660,protein_coding
ENSG00000155666,protein_coding
ENSG00000155714,protein_coding
ENSG00000155719,protein_coding
ENSG00000155729,protein_coding
ENSG00000155744,protein_coding
ENSG00000155749,protein_coding
ENSG00000155754,protein_coding
ENSG00000155755,protein_coding
ENSG00000155760,protein_coding
ENSG00000155761,protein_coding
ENSG00000155792,protein_coding
ENSG00000155816,protein_coding
ENSG00000155827,protein_coding
ENSG00000155833,protein_coding
ENSG00000155846,protein_coding
ENSG00000155849,protein_coding
ENSG00000155850,protein_coding
ENSG00000155858,protein_coding
ENSG00000155868,protein_coding
ENSG00000155875,protein_coding
ENSG00000155876,protein_coding
ENSG00000155886,protein_coding
ENSG00000155890,protein_coding
ENSG00000155893,protein_coding
ENSG00000155897,protein_coding
ENSG00000155903,protein_coding
ENSG00000155906,protein_coding
ENSG00000155918,protein_coding
ENSG00000155926,protein_coding
ENSG00000155957,protein_coding
ENSG00000155959,protein_coding
ENSG00000155961,protein_coding
ENSG00000155962,protein_coding
ENSG00000155966,protein_coding
ENSG00000155970,protein_coding
ENSG00000155974,protein_coding
ENSG00000155975,protein_coding
ENSG00000155980,protein_coding
ENSG00000156006,protein_coding
ENSG00000156009,protein_coding
ENSG00000156011,protein_coding
ENSG00000156017,protein_coding
ENSG00000156026,protein_coding
ENSG00000156030,protein_coding
ENSG00000156042,protein_coding
ENSG00000156049,protein_coding
ENSG00000156050,protein_coding
ENSG00000156052,protein_coding
ENSG00000156076,protein_coding
ENSG00000156096,protein_coding
ENSG00000156097,protein_coding
ENSG00000156103,protein_coding
ENSG00000156110,protein_coding
ENSG00000156113,protein_coding
ENSG00000156127,protein_coding
ENSG00000156136,protein_coding
ENSG00000156140,protein_coding
ENSG00000156150,protein_coding
ENSG00000156162,protein_coding
ENSG00000156170,protein_coding
ENSG00000156171,protein_coding
ENSG00000156172,protein_coding
ENSG00000156194,protein_coding
ENSG00000156206,protein_coding
ENSG00000156218,protein_coding
ENSG00000156219,protein_coding
ENSG00000156222,protein_coding
ENSG00000156232,protein_coding
ENSG00000156234,protein_coding
ENSG00000156239,protein_coding
ENSG00000156253,protein_coding
ENSG00000156256,protein_coding
ENSG00000156261,protein_coding
ENSG00000156265,protein_coding
ENSG00000156269,protein_coding
ENSG00000156273,protein_coding
ENSG00000156282,protein_coding
ENSG00000156284,protein_coding
ENSG00000156298,protein_coding
ENSG00000156299,protein_coding
ENSG00000156304,protein_coding
ENSG00000156313,protein_coding
ENSG00000156345,protein_coding
ENSG00000156374,protein_coding
ENSG00000156381,protein_coding
ENSG00000156384,protein_coding
ENSG00000156395,protein_coding
ENSG00000156398,protein_coding
ENSG00000156411,protein_coding
ENSG00000156413,protein_coding
ENSG00000156414,protein_coding
ENSG00000156427,protein_coding
ENSG00000156453,protein_coding
ENSG00000156463,protein_coding
ENSG00000156466,protein_coding
ENSG00000156467,protein_coding
ENSG00000156469,protein_coding
ENSG00000156471,protein_coding
ENSG00000156475,protein_coding
ENSG00000156482,protein_coding
ENSG00000156486,protein_coding
ENSG00000156500,protein_coding
ENSG00000156502,protein_coding
ENSG00000156504,protein_coding
ENSG00000156508,protein_coding
ENSG00000156509,protein_coding
ENSG00000156510,protein_coding
ENSG00000156515,protein_coding
ENSG00000156521,protein_coding
ENSG00000156531,protein_coding
ENSG00000156535,protein_coding
ENSG00000156564,protein_coding
ENSG00000156574,protein_coding
ENSG00000156575,protein_coding
ENSG00000156587,protein_coding
ENSG00000156599,protein_coding
ENSG00000156603,protein_coding
ENSG00000156639,protein_coding
ENSG00000156642,protein_coding
ENSG00000156650,protein_coding
ENSG00000156671,protein_coding
ENSG00000156675,protein_coding
ENSG00000156687,protein_coding
ENSG00000156689,protein_coding
ENSG00000156697,protein_coding
ENSG00000156709,protein_coding
ENSG00000156711,protein_coding
ENSG00000156735,protein_coding
ENSG00000156738,protein_coding
ENSG00000156755,IG_V_pseudogene
ENSG00000156787,protein_coding
ENSG00000156795,protein_coding
ENSG00000156802,protein_coding
ENSG00000156804,protein_coding
ENSG00000156831,protein_coding
ENSG00000156853,protein_coding
ENSG00000156858,protein_coding
ENSG00000156860,protein_coding
ENSG00000156869,protein_coding
ENSG00000156873,protein_coding
ENSG00000156875,protein_coding
ENSG00000156876,protein_coding
ENSG00000156885,protein_coding
ENSG00000156886,protein_coding
ENSG00000156920,protein_coding
ENSG00000156925,protein_coding
ENSG00000156928,protein_coding
ENSG00000156931,protein_coding
ENSG00000156958,protein_coding
ENSG00000156959,protein_coding
ENSG00000156966,protein_coding
ENSG00000156968,protein_coding
ENSG00000156970,protein_coding
ENSG00000156973,protein_coding
ENSG00000156976,protein_coding
ENSG00000156983,protein_coding
ENSG00000156990,protein_coding
ENSG00000157005,protein_coding
ENSG00000157014,protein_coding
ENSG00000157017,protein_coding
ENSG00000157020,protein_coding
ENSG00000157021,unprocessed_pseudogene
ENSG00000157036,protein_coding
ENSG00000157045,protein_coding
ENSG00000157060,protein_coding
ENSG00000157064,protein_coding
ENSG00000157077,protein_coding
ENSG00000157087,protein_coding
ENSG00000157093,protein_coding
ENSG00000157103,protein_coding
ENSG00000157106,protein_coding
ENSG00000157107,protein_coding
ENSG00000157110,protein_coding
ENSG00000157111,protein_coding
ENSG00000157119,protein_coding
ENSG00000157131,protein_coding
ENSG00000157150,protein_coding
ENSG00000157152,protein_coding
ENSG00000157168,protein_coding
ENSG00000157181,protein_coding
ENSG00000157184,protein_coding
ENSG00000157191,protein_coding
ENSG00000157193,protein_coding
ENSG00000157211,protein_coding
ENSG00000157212,protein_coding
ENSG00000157214,protein_coding
ENSG00000157216,protein_coding
ENSG00000157219,protein_coding
ENSG00000157224,protein_coding
ENSG00000157227,protein_coding
ENSG00000157240,protein_coding
ENSG00000157259,protein_coding
ENSG00000157303,protein_coding
ENSG00000157306,processed_transcript
ENSG00000157315,protein_coding
ENSG00000157322,protein_coding
ENSG00000157326,protein_coding
ENSG00000157330,protein_coding
ENSG00000157335,protein_coding
ENSG00000157343,protein_coding
ENSG00000157349,protein_coding
ENSG00000157350,protein_coding
ENSG00000157353,protein_coding
ENSG00000157368,protein_coding
ENSG00000157379,protein_coding
ENSG00000157388,protein_coding
ENSG00000157399,protein_coding
ENSG00000157404,protein_coding
ENSG00000157423,protein_coding
ENSG00000157426,protein_coding
ENSG00000157429,protein_coding
ENSG00000157445,protein_coding
ENSG00000157450,protein_coding
ENSG00000157456,protein_coding
ENSG00000157470,protein_coding
ENSG00000157483,protein_coding
ENSG00000157500,protein_coding
ENSG00000157502,protein_coding
ENSG00000157510,protein_coding
ENSG00000157514,protein_coding
ENSG00000157538,protein_coding
ENSG00000157540,protein_coding
ENSG00000157542,protein_coding
ENSG00000157551,protein_coding
ENSG00000157554,protein_coding
ENSG00000157557,protein_coding
ENSG00000157570,protein_coding
ENSG00000157578,protein_coding
ENSG00000157593,protein_coding
ENSG00000157600,protein_coding
ENSG00000157601,protein_coding
ENSG00000157613,protein_coding
ENSG00000157617,protein_coding
ENSG00000157625,protein_coding
ENSG00000157637,protein_coding
ENSG00000157653,protein_coding
ENSG00000157654,protein_coding
ENSG00000157657,protein_coding
ENSG00000157680,protein_coding
ENSG00000157693,protein_coding
ENSG00000157703,protein_coding
ENSG00000157734,protein_coding
ENSG00000157741,protein_coding
ENSG00000157764,protein_coding
ENSG00000157765,protein_coding
ENSG00000157766,protein_coding
ENSG00000157778,protein_coding
ENSG00000157782,protein_coding
ENSG00000157796,protein_coding
ENSG00000157800,protein_coding
ENSG00000157823,protein_coding
ENSG00000157827,protein_coding
ENSG00000157833,protein_coding
ENSG00000157837,protein_coding
ENSG00000157851,protein_coding
ENSG00000157856,protein_coding
ENSG00000157869,protein_coding
ENSG00000157870,protein_coding
ENSG00000157873,protein_coding
ENSG00000157881,protein_coding
ENSG00000157884,protein_coding
ENSG00000157890,protein_coding
ENSG00000157895,protein_coding
ENSG00000157911,protein_coding
ENSG00000157916,protein_coding
ENSG00000157927,protein_coding
ENSG00000157933,protein_coding
ENSG00000157954,protein_coding
ENSG00000157965,unprocessed_pseudogene
ENSG00000157978,protein_coding
ENSG00000157985,protein_coding
ENSG00000157992,protein_coding
ENSG00000157999,protein_coding
ENSG00000158006,protein_coding
ENSG00000158008,protein_coding
ENSG00000158014,protein_coding
ENSG00000158019,protein_coding
ENSG00000158022,protein_coding
ENSG00000158023,protein_coding
ENSG00000158042,protein_coding
ENSG00000158050,protein_coding
ENSG00000158055,protein_coding
ENSG00000158062,protein_coding
ENSG00000158077,protein_coding
ENSG00000158079,protein_coding
ENSG00000158089,protein_coding
ENSG00000158092,protein_coding
ENSG00000158104,protein_coding
ENSG00000158106,protein_coding
ENSG00000158109,protein_coding
ENSG00000158113,protein_coding
ENSG00000158122,protein_coding
ENSG00000158125,protein_coding
