sig_id	DER001.A549.96H.TRCN0000001401..666	DER001.A549.96H.TRCN0000196310..666	DER001.A549.96H.TRCN0000297346..666	DER001.A549.96H.TRCN0000195283..666	DER001.A549.96H.TRCN0000350250..666	DER001.A549.96H.TRCN0000005421..666	DER001.A549.96H.TRCN0000195274..666	KDD004.A549.96H.TRCN0000006180..666	DER001.A549.96H.TRCN0000230575..666
pert_id	TRCN0000001401	TRCN0000196310	TRCN0000297346	TRCN0000195283	TRCN0000350250	TRCN0000005421	TRCN0000195274	TRCN0000006180	TRCN0000230575
pert_iname	EIF2AK3	PTK2	MELK	PIK3C2A	PTP4A1	RIOK3	GNE	PGK1	ALDH9A1
pert_type	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh	trt_sh
cell_id	A549	A549	A549	A549	A549	A549	A549	A549	A549
pert_dose	1	1	1	1	1	1	1	1	1
pert_dose_unit	µL	µL	µL	µL	µL	µL	µL	µL	µL
pert_idose	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL	1 µL
pert_time	96	96	96	96	96	96	96	96	96
pert_time_unit	h	h	h	h	h	h	h	h	h
pert_itime	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h	96 h
distil_id	DER001_A549_96H_X1_B7_DUO52HI53LO:G19|DER001_A549_96H_X2_B7_DUO52HI53LO:G19|DER001_A549_96H_X3_B7_DUO52HI53LO:G19	DER001_A549_96H_X1_B7_DUO52HI53LO:L21|DER001_A549_96H_X2_B7_DUO52HI53LO:L21|DER001_A549_96H_X3_B7_DUO52HI53LO:L21	DER001_A549_96H_X1_B7_DUO52HI53LO:A18|DER001_A549_96H_X2_B7_DUO52HI53LO:A18|DER001_A549_96H_X3_B7_DUO52HI53LO:A18	DER001_A549_96H_X1_B7_DUO52HI53LO:D22|DER001_A549_96H_X2_B7_DUO52HI53LO:D22|DER001_A549_96H_X3_B7_DUO52HI53LO:D22	DER001_A549_96H_X1_B7_DUO52HI53LO:A06|DER001_A549_96H_X2_B7_DUO52HI53LO:A06|DER001_A549_96H_X3_B7_DUO52HI53LO:A06	DER001_A549_96H_X1_B7_DUO52HI53LO:J11|DER001_A549_96H_X2_B7_DUO52HI53LO:J11|DER001_A549_96H_X3_B7_DUO52HI53LO:J11	DER001_A549_96H_X1_B7_DUO52HI53LO:C05|DER001_A549_96H_X2_B7_DUO52HI53LO:C05|DER001_A549_96H_X3_B7_DUO52HI53LO:C05	KDD004_A549_96H_X1_B5_DUO52HI53LO:D01|KDD004_A549_96H_X2_F1B5_DUO52HI53LO:D01|KDD004_A549_96H_X3_B5_DUO52HI53LO:D01	DER001_A549_96H_X1_B7_DUO52HI53LO:B14|DER001_A549_96H_X2_B7_DUO52HI53LO:B14|DER001_A549_96H_X3_B7_DUO52HI53LO:B14
region	CDS	CDS	CDS	CDS	3UTR	CDS	3UTR	CDS	CDS
NCBI_geneId	9451	5747	9833	5286	7803	8780	10020	5230	223
80210	1.874717	-0.5616563	0.09889147	-0.1046666	1.765436	1.05624	0.9806597	-0.06947013	0.01749575
26263	-0.1274497	-0.949595	1.275955	1.756381	1.04298	0.337914	1.13939	-1.471438	0.09371418
24146	0.443345	-0.488968	0.5377185	2.785039	0.8853319	-0.7870038	-0.5614639	-0.2736306	-0.6785776
51555	-0.02816611	-0.2467309	1.498636	1.615675	1.681714	-0.08508808	1.041016	-1.641337	0.9914495
53353	0.4947758	-0.4651496	1.854875	1.028219	0.7963454	-0.4292609	1.702641	-0.8088688	0.5298033
51134	0.1901588	0.5124847	0.1859322	0.5578501	1.211243	0.3567608	0.08324728	-0.4790741	0.1981715
844	-0.3431272	-0.2619658	0.7034222	0.1557151	1.481045	-0.3036782	2.187791	-1.044558	1.546637
64091	-0.05975081	0.3242811	0.8374003	0.7416013	1.219471	-0.3794008	0.2627834	-1.031338	0.998901
55211	0.302378	0.3615515	0.9286436	0.5520142	1.374351	0.3264948	-0.2476552	-2.268789	-0.5997025
79742	0.4471545	-0.001297414	1.578804	0.6350161	1.10319	-0.3531424	0.3383929	-1.359318	1.048997
149986	0.9604741	-0.527065	1.334679	0.2093664	0.7844754	-0.3045797	0.7162743	-0.4059949	0.9250352
79783	1.740644	0.6946865	0.416227	-0.4049537	0.5864905	0.157247	0.464986	-0.1762552	1.044819
51294	0.661091	0.5100527	1.202649	0.6365286	0.7520187	-1.077951	0.5034673	-2.055046	0.7215716
51274	0.281864	-0.2689254	0.8088097	1.006425	0.5507535	-0.4127522	0.3828239	-1.507883	0.5052085
79810	0.2336311	-0.180618	0.7234259	0.3014666	1.882586	0.5701375	0.5705703	-1.321343	1.303736
51761	-0.255417	-0.08539228	-0.1183831	1.061147	0.8205862	-0.281428	0.3061936	-0.4383759	0.005246371
64901	0.5120594	0.1844676	0.003436118	1.205572	-0.6054957	0.9722551	-0.8352138	0.3059425	-0.3187254
80757	0.918645	-0.5916065	1.012628	1.042764	0.9750125	-0.3461402	0.8763756	-0.896287	0.5433995
78997	0.2792136	-0.635686	0.5543962	1.389863	1.539766	0.5844388	-0.6434179	-1.224653	0.370881
57126	1.119493	-0.2753975	0.1588143	0.1384232	0.6497027	-0.7526526	0.7458353	-0.8691794	2.00015
79656	-0.03657117	-0.3079001	1.681817	0.7709242	1.75114	0.2022271	1.19044	-1.602021	0.6021058
51440	0.1898243	-0.5843203	0.9077772	0.3904465	0.07924891	-0.6176707	-0.1577465	-1.725088	-0.1695457
51327	-1.293232	-0.3118365	-1.404077	1.061641	1.243731	-0.1808907	-0.2808873	-0.6361259	0.5773571
80345	0.5552923	-1.098825	0.8866158	-0.04329164	2.226527	0.4930978	0.8955433	0.89843	0.3344995
80176	0.755573	0.4278031	0.4809527	-0.7450827	-0.1940504	0.7924643	0.8064018	-1.774921	1.488267
7976	0.475311	-1.511764	0.358819	-0.2187753	0.2098386	0.5080264	1.448494	-1.49632	0.2384303
64108	0.3108861	0.2938613	2.065848	0.6426206	1.74466	-0.1754548	0.03071284	-1.386684	0.6446488
59353	0.350522	-0.2242944	0.7111391	0.9004707	1.085485	0.1932333	0.8221593	-1.291515	1.043673
55212	0.1490949	0.2135866	1.612891	0.1819451	0.8765067	-1.081231	0.4711072	-0.5183568	0.784045
56920	-0.6267813	0.1826283	0.1553755	0.05231949	0.3590416	-0.8663068	0.3938467	-1.045438	0.02065655
79412	0.7184991	-0.3704514	0.9807797	0.6336722	0.009891421	0.3142019	-0.07209848	-0.8148764	0.9045403
56895	0.6094766	-0.3402785	1.52508	0.8023875	0.4354611	0.1176655	1.224078	-2.093732	1.612144
54491	0.1195189	0.1229579	0.7174546	0.2770216	-0.1829297	0.0986564	0.2371497	0.2064831	0.4443544
55512	1.056151	0.08528276	1.016791	1.307974	0.7699868	-0.3525184	0.9259613	-1.350478	0.6333454
163486	-0.06164488	-0.4784797	0.6547261	-0.1069799	1.058471	0.9051729	0.542796	-1.454448	0.5710977
9956	0.240484	0.6224867	0.790058	0.1709745	0.855273	-0.5866867	1.299494	-0.8077679	0.7611702
55203	0.0888954	-0.4069566	1.221861	1.164223	1.570963	0.01946415	0.3808799	-1.955993	1.039736
57125	0.118912	-0.6299295	2.355682	0.0584787	0.2866988	0.2360288	-0.2606634	-1.337086	0.7476562
29767	-0.05734131	0.02618141	1.716285	1.705038	0.6012236	-0.191307	1.224243	-1.11138	-0.2950898
10761	0.2666023	0.03571472	1.438664	1.436643	2.350582	0.3192174	0.9559648	-2.194809	0.9309095
51087	-0.8595141	0.8800487	0.6950032	0.7685471	-1.131276	-0.8981559	0.1274778	-0.3579699	0.2024173
79832	-0.4929802	0.7735227	0.733892	0.8567742	0.2986578	-1.109727	-0.5106422	-1.878474	0.04149975
27132	0.6568037	-0.05272114	1.065312	1.053388	-0.02919251	-0.2772112	-0.8866506	-0.1661305	1.115027
56953	-0.507453	0.8410478	1.364832	1.044195	-0.007662162	-0.1152999	0.7288228	-1.071757	0.6533308
79628	0.1367457	0.0003370345	0.3104658	0.8948883	1.82494	1.015444	0.341848	-1.59172	1.228124
55799	-0.1325254	-1.36156	0.2137348	1.424522	-0.07805589	-0.4049155	-0.05219251	0.3920269	-0.2299408
54876	0.1079819	-0.6736627	1.636382	0.5037017	1.873464	0.1485815	0.2626556	-0.7415329	1.262889
51751	0.7068005	-1.482361	0.6850318	-0.3376599	-0.04173121	0.05717015	0.490019	-1.46036	0.9271439
55668	0.01363832	0.08538568	1.767859	0.8901957	2.016179	0.1672293	0.9669769	-1.632342	0.9178338
79153	0.4473282	0.04235727	0.245347	0.2358463	0.5852875	0.0349279	0.3009956	-2.29214	1.144804
56894	0.5417296	-1.026046	1.236157	1.82108	1.741228	0.2560635	0.9398421	-0.9113431	0.635861
9840	-0.8228725	-0.05429146	0.8801513	1.369071	1.309355	-0.3460304	1.323794	-1.441002	0.2984875
54209	0.5655785	0.494781	1.506701	0.5644165	0.9426123	-0.0297078	1.852159	-1.408872	1.226999
54413	0.640052	0.06915355	1.239987	0.9501125	-0.221939	-0.7521671	1.828083	-0.8268492	1.062798
50506	-0.2341992	0.3035878	0.8895589	1.174782	-0.2664281	1.447195	0.3132505	-1.683364	1.01448
9499	-1.678673	-0.3454141	0.2307394	0.2604932	1.629403	-0.1618202	1.840134	-0.341907	0.4880166
54886	0.3845431	-1.146754	0.7092508	-0.2952084	-0.2345528	0.9452364	0.1250657	0.1961602	0.7739092
54847	-0.276381	0.7548504	0.3656271	0.3260903	1.181575	-0.02422608	1.209494	-2.174406	0.3502098
29842	-0.03092536	-0.0736808	-0.7542731	-0.6870065	-0.421324	-0.628831	-0.7035868	0.4281425	1.193333
55521	0.5530051	-0.4338798	1.210439	0.2188715	0.8468611	0.7710539	1.254484	-1.328144	0.4380588
54546	0.009669624	-0.2407837	1.003914	0.2328995	0.9840635	0.2637203	0.43	-1.748298	1.464694
79805	-0.5259096	1.414615	1.398188	0.2558552	1.161325	0.3057285	-0.740426	-1.376358	0.5456505
79818	0.4227547	1.16069	1.613816	1.912943	1.023454	-0.4629247	0.669298	-0.3924466	0.3875919
23493	-0.1572222	0.4988367	0.9149525	1.080173	-0.1398364	0.4714841	-0.299663	-1.478401	0.3097348
64122	0.5155556	0.2121035	1.023286	1.351566	1.882927	-0.2406341	0.9828069	-1.503048	0.7761858
79847	-0.7315093	-0.3833392	-0.1012142	0.2420487	0.8613015	0.2894702	-0.6811016	-1.092219	0.05188306
8110	-0.3751552	0.4297703	1.600995	2.037073	0.6357737	-0.2800513	1.618139	-1.176712	1.051241
79625	0.01195435	-1.015814	0.5989612	0.0311276	-0.04363752	0.289513	0.761175	-0.4179128	-0.09437406
79865	0.6123118	-0.1622135	1.352787	0.2906962	1.151656	-0.112629	0.810554	-0.7866766	1.08896
55314	0.4782181	-0.406497	1.430828	1.501191	1.969211	0.4880399	1.170407	-1.164739	1.354539
79918	0.5176989	-1.191363	0.1221375	-0.2899118	1.637463	0.6268334	0.02161506	-1.024399	-0.1313182
8437	-0.220155	0.6843073	0.8083001	0.1509561	0.6098456	0.06005323	0.6928124	-1.415381	0.7271478
10734	0.3333972	-0.5643555	-0.1631378	0.0694092	-0.6760913	-0.6835857	0.0976617	0.04330829	0.1361698
55285	-0.1801529	-0.3006782	1.013909	0.2999852	2.126779	1.124344	0.8358781	-0.5312371	1.218747
57332	-0.02754776	-0.4672473	1.164654	1.389822	0.9178875	0.58586	1.140709	-1.243864	0.7773587
79989	0.9968491	-0.1273567	1.357663	1.412293	-0.626956	-0.4758471	-0.09570374	-0.06808363	0.734688
64130	-0.07640207	-0.634258	1.038372	0.7965851	0.5249776	-0.1251779	1.091447	-0.7579319	0.4778496
51267	-0.5786428	0.177749	0.7650286	1.370626	0.567157	-0.1794226	0.6297126	-0.7477393	0.2052763
57706	0.7599947	-0.9192931	1.496874	0.50086	0.2506632	0.1783394	0.3833715	-0.962966	0.5712746
11211	0.3416987	-0.1735963	0.5854013	-0.9887333	0.4282161	0.2603674	-0.2329191	-0.8091573	0.5207102
79673	0.3215837	-0.858296	0.270124	0.1897068	0.02711156	-0.6674473	-0.3928258	0.2814009	-0.8302148
80776	0.2743528	-0.009724069	1.685988	2.45118	-1.460666	-0.2227521	-0.1397857	0.9997222	0.0780324
9946	-0.4222981	-0.1946635	0.3626439	-0.7370186	1.256164	0.340883	-0.9302318	-0.9722775	1.121412
79679	-0.8953276	-0.4132162	0.2045496	0.7402115	1.122726	0.7577482	0.3675061	-1.181785	0.740288
3619	-0.2430418	0.2806514	1.003235	1.559519	0.9399599	-0.3038052	0.5363094	-0.9245564	0.4224917
54885	0.6020869	0.8665105	1.163183	0.7498811	1.390629	0.01157659	0.003957987	-0.4874789	0.4761375
23676	-0.4697713	-0.05673644	1.404127	1.356112	2.706825	-0.550922	1.910765	-1.000655	0.5700212
50507	0.1968289	-0.07827401	1.407871	0.1551091	1.05644	1.146284	0.2293164	-0.9914805	0.7488182
474344	-0.002473064	-0.9622608	-1.230815	-1.10823	-0.670541	-0.04357149	0.02964699	-1.078434	-0.3515259
23414	1.213979	-0.3559758	-0.2180047	-0.6374252	0.4523769	0.4143289	-0.1956066	-1.349677	0.6520076
51333	0.1827776	0.2023908	1.643263	0.3385291	0.6468912	-1.177696	1.317026	-0.5437357	1.900421
9633	-0.3079491	-0.1741831	1.38438	1.474174	-0.04918342	-0.03885909	-0.9355457	0.5362144	1.304746
79804	1.263937	0.07776155	-0.4098931	-0.2291519	1.592776	-0.8771148	-0.2702616	-0.2771246	-0.3848095
79814	-0.1877363	-0.2415793	1.013739	2.14532	1.658285	0.4866837	0.8500784	-2.091878	0.6450577
64089	0.7450579	-0.1369583	1.088449	0.7036682	0.4679569	0.4806926	0.829105	-1.343054	0.2294087
53841	1.734317	1.118708	1.480895	2.140762	-0.3851551	1.019323	0.6330554	-1.481787	0.7097962
10170	0.7892535	0.07884975	-0.9814891	-0.7231733	-1.369183	-1.095254	0.249291	-0.7803358	1.509624
79896	0.391425	-1.024106	0.1969805	0.03467575	0.8397029	0.9892544	-0.2416987	-0.8184804	-0.01338769
80778	0.001067087	-0.2010176	1.40133	1.399068	1.541383	-0.03900678	-0.6461987	-0.9861094	0.8991727
27329	1.191763	-0.5694192	0.5838528	0.7344931	0.6957653	0.5231063	0.7482124	0.1149976	0.4482417
79933	-0.8318106	0.1384654	0.9608147	0.06049717	2.278396	-0.4977628	1.050866	-1.699705	0.4160031
63932	0.8122975	-0.2018894	1.597332	0.1494357	1.024674	0.5037104	0.97143	-1.42798	0.3205732
80124	1.087896	-0.07602184	0.5979931	0.691053	-0.3147212	-0.08686486	-0.2880258	-0.7449112	-0.1302066
9113	0.335995	0.1819823	1.202295	0.8569715	1.587219	-0.2891098	0.7503841	-1.067711	0.5529822
55796	-0.1820702	-0.7168981	1.318357	1.302558	0.4892892	-1.476241	0.5536791	-0.4398142	-0.8832314
79690	-0.9256864	0.5991873	1.585229	1.120585	1.134971	-0.6773537	0.3393425	-0.8468891	0.5849026
28968	-0.3380452	-0.6373957	1.194646	1.071589	0.4319325	0.1876093	-0.6215254	-0.290896	1.028141
79727	0.4881551	0.2612791	0.6236011	-0.6148894	0.8171293	0.5888277	-0.8897821	-1.77863	0.02077708
26266	-0.1210467	0.3363286	1.996151	1.939591	0.6930467	-0.3737868	-0.1788319	-1.607907	1.097644
79744	0.2123389	-0.5761596	1.508114	1.33586	1.619889	-0.3474818	0.7596217	0.8151226	0.3329444
7352	0.4077343	-0.09608286	1.013243	1.5115	1.014323	0.001324877	0.835191	-0.8875314	1.133605
55684	-0.3656558	0.06132304	0.6121929	-0.1626832	-0.4856601	-0.7128962	0.6830546	-0.09445414	-0.05454788
26548	0.4808544	0.4898927	1.157873	0.9054549	2.160206	-0.3470819	1.082075	-1.375346	0.6856127
10743	1.668604	-0.490831	0.7322218	0.7410954	0.1565728	0.4917845	0.8510954	-1.146454	1.824073
51265	0.4004816	0.1436171	1.640257	1.486185	0.9725584	-0.3922898	-0.1781868	-0.922623	0.3646899
3229	0.577589	0.02755689	0.9278439	2.771047	-0.2604632	0.9256523	0.4429048	-1.485655	0.3198093
79800	0.1015872	0.2386926	1.508348	0.4270433	1.429272	0.3899045	0.4727266	-0.3242521	0.1368509
56978	0.3111958	-0.08338712	0.8422365	1.543895	0.02439028	-0.913919	1.360769	-1.820522	0.4899564
79413	0.2569678	-0.3613254	0.5044119	0.2238827	0.8611686	0.7029354	-1.062629	-0.891677	0.8024757
64927	0.2611167	-0.5787023	0.3906315	0.7333719	1.146789	1.498231	0.1302209	-0.1129569	0.9557582
27004	0.03155464	0.5121735	1.58309	1.469533	1.0707	-0.2955745	1.502405	-1.614381	0.2268935
57379	0.6121645	-0.009370238	1.057408	-0.1439712	0.4373118	0.4178894	1.313696	-0.857613	0.7848774
54622	0.3540802	-0.3024125	0.999651	-1.128828	0.6389543	0.7786388	0.835098	-0.8743734	0.1825319
55088	-0.4305385	0.0006945878	1.005383	1.230779	0.3276838	0.4096842	0.6504542	-0.6607548	0.1454182
56033	0.5123534	-0.09421203	1.292441	0.7941303	0.6172198	-0.2584771	0.5240407	-1.092848	0.7711915
79885	0.2866069	-0.3658209	0.9718814	0.6473879	0.9207718	-0.7419941	1.142724	-1.001673	0.9361237
79891	0.544613	0.5116797	1.645644	1.580343	1.036877	-0.08903933	-0.5298052	-0.2093726	1.126615
26298	0.6367662	0.197346	-0.6890964	-0.6118754	0.06617108	-0.6494026	-0.04835136	-1.182186	0.9703078
79898	0.06014453	-0.04263204	0.9579393	1.646097	1.360711	-0.1410318	0.8148247	-1.324142	0.2213202
79906	1.591483	0.1318346	1.729727	0.7866152	0.102101	-0.2565922	0.3569789	-0.750813	0.9771432
79147	0.4184562	-0.286853	0.9685826	0.5232441	1.292113	-0.4957603	0.6799334	-0.82445	0.9088154
7561	-0.1503469	-0.2515184	0.0494072	1.178241	0.04692782	0.4053675	0.9612947	-0.5398304	0.1918703
55190	-0.3485796	0.3401692	1.521924	0.8433973	-0.3483859	0.6869112	-0.7234175	-1.300736	-0.4594835
79949	-0.5540326	0.4782291	0.3565624	1.930536	1.009651	-0.3504623	0.2975387	0.4565338	0.5795382
54842	0.639698	0.3500724	1.236485	-0.09304646	1.454487	-0.1991439	1.131752	0.609336	-0.2190293
26253	-0.4666233	0.06535776	0.986682	0.9636337	1.158546	-0.1888937	0.5593126	-1.434119	0.4872785
80741	-0.0454627	-0.01021818	1.358	1.606302	0.8778319	-0.165792	0.50989	-0.09619869	-0.03756636
55192	1.411175	-0.0684402	0.7772445	0.6619418	0.8526617	-0.03110329	0.4087048	-1.095378	0.7368613
11123	0.3814349	0.2195447	0.8048859	0.8110617	1.303926	-0.9887652	0.4674247	-0.2496534	-0.4910853
140578	-0.6338514	-0.5493827	1.589332	1.140192	1.464616	0.141615	1.67557	-1.755749	0.5270991
51479	0.4753804	-0.09649678	1.59993	-0.04729265	0.0684031	-0.08938733	-0.4377105	0.07827018	2.177519
80063	-1.676353	-0.03068542	1.054599	1.856439	0.5860944	0.2489482	-0.751237	-1.201496	0.6566987
79667	-0.2978583	-0.2901415	0.08091704	0.5018743	1.436954	-0.0887416	0.3785239	-0.4487532	0.3328807
51313	1.094416	-0.3827333	0.4329911	0.5859711	1.568196	-1.192525	0.8609331	-0.5989251	0.9157878
78989	0.9828842	0.2999908	-1.078583	0.4002299	1.492432	-0.2267243	-0.2621434	-0.9415066	-0.04356005
84561	0.5311645	0.3759286	0.8819733	0.9960045	1.866685	0.682012	-0.8177871	-0.5577905	-0.1430946
55592	0.1702338	-0.1483856	1.084505	1.751027	0.7448654	-0.7829564	0.5250486	0.2747163	0.8618491
79698	-0.08057228	0.05790766	1.052757	1.011325	2.294277	0.74282	-1.391355	-1.701782	0.6772358
51621	0.2012638	-0.4879688	0.1347692	-0.4366611	1.700027	0.1339009	0.9193866	-0.1805201	1.423987
78995	-0.3091431	-0.3917386	0.1604074	1.019586	0.40241	-0.09895665	-0.2644916	-0.9989915	1.23877
79739	0.1015992	-0.03209001	0.6727294	1.381082	1.062047	0.2538503	0.7662216	-1.139348	1.671691
25858	-0.2464711	0.6216642	1.727876	1.646472	0.5552767	0.2874694	0.2519496	-1.552255	1.392689
26468	0.1678416	-0.7533409	0.2474499	0.0236384	0.2433162	-0.3734591	0.1911238	-1.305822	-0.3468893
55106	0.7784413	-0.2047755	0.6106673	-0.8376748	0.6746306	-0.5709223	-0.1163	0.02816123	0.7897364
79598	0.2014015	0.7781578	0.8900093	0.987112	0.483008	-1.151099	0.5265359	-0.2220008	0.4806314
10023	0.03179352	-0.555872	0.3227122	0.8855461	0.1683284	0.5680392	-0.3568023	0.123031	-0.0989283
23601	-0.6750308	0.969557	1.833045	1.740787	0.7563254	-0.1059464	1.127525	-1.177838	0.8892778
54858	0.3695848	0.1738982	1.337577	1.533646	1.634868	0.5660422	1.259928	-0.63258	1.031941
53346	1.032112	0.1994537	0.9968537	-0.5349691	0.1296112	0.1961912	1.234571	-0.3136556	1.024052
64925	0.3688635	-0.8134081	1.271321	0.7963075	1.057315	-0.5046743	0.4141949	-0.8021972	1.033996
54551	0.5405973	0.2383364	1.946111	2.043139	1.200528	-0.0507828	-0.07494909	-1.693005	-0.06953271
50632	1.351416	0.1058647	1.670282	0.7052641	1.456945	-0.5418173	1.042727	-1.41293	1.419668
79845	-0.1681857	0.006117284	1.784781	2.075943	1.788412	-0.6956513	0.2941629	-0.932236	0.6988706
54329	-0.0728232	-0.2818591	0.8181964	1.131689	1.251998	0.1938636	0.8588113	-1.493779	0.4118929
27158	0.3628422	0.01513736	1.111471	0.9202548	0.6976982	0.4036389	0.1461894	-1.523481	0.8518033
55663	0.8583669	-0.7514508	1.585879	2.071533	1.12056	0.9603634	0.7365257	0.3205894	0.6488227
55785	0.2552721	0.5983258	0.2345825	-0.6553114	1.386148	0.210382	0.8507431	0.02276981	-0.01539275
23743	-0.02276398	-0.07802901	-0.1016545	1.109045	1.728874	0.4630716	-0.2932711	-1.095902	0.414195
79149	-0.2479355	-0.7005421	-0.1041961	2.336042	-0.1181737	0.2464538	0.9205029	0.244582	-1.052769
114625	0.3239844	-0.7591397	0.3071195	-0.02986735	1.102715	0.06109201	0.1035068	-0.9230669	-0.3286797
55096	-0.4765664	0.1273401	0.5799665	1.558426	1.205782	-0.6593459	-0.8833113	0.115426	1.288726
10817	0.4604442	-0.1441279	1.341766	1.420668	0.5247273	0.5276386	1.070736	-1.274241	0.7458864
27123	-0.402225	-0.9493921	0.8666111	-0.2108071	2.207282	0.4530168	0.03649698	-0.9843951	0.3732398
79148	0.473577	-0.1827905	1.027875	0.6073747	1.175215	0.113016	0.6279746	-1.034529	1.10139
11153	-0.2490509	1.202257	1.294779	0.7368758	1.555825	-0.6237115	0.4450429	-0.5588863	0.579527
9427	1.06701	-0.01734559	0.4590244	0.2388819	1.109712	-0.3550664	0.1664996	-0.586225	0.9289603
117247	-0.1853227	0.8454376	1.94342	0.4100219	0.2427655	-0.4746877	0.9146152	-0.6832699	0.1181473
80352	0.0545449	0.7281049	2.713372	2.298763	1.222131	-0.3261541	-0.2170531	-1.24236	0.9536835
29063	-0.5031711	-0.5132679	1.953535	0.7223017	1.8994	-0.3753656	0.2884562	-0.9122702	1.277638
80005	-1.510354	0.4327612	0.922129	2.63505	1.176434	-0.5994906	0.3984503	-0.8884004	0.3510407
80263	0.4476356	-0.3174212	1.24033	0.5172884	1.126296	0.67537	0.8101619	-1.178825	0.3726844
9204	-0.1625783	0.3888887	1.02037	1.928577	1.830326	-0.1686409	1.143969	-1.172501	-0.1351154
26256	0.9611894	-0.3593386	0.104277	0.9463236	-0.8279936	-0.5715222	0.8910867	0.5881456	0.3843679
11279	0.09928175	-0.1917811	1.217088	0.3087167	1.025005	0.159895	0.6753734	-1.422325	0.7707844
59349	0.7655998	0.1659967	0.6506955	-0.03150398	0.1916924	-0.02665495	-0.6165969	-0.2583968	0.9214826
28965	0.7887893	-0.3493132	0.9183196	0.9639978	0.9567199	0.7224445	0.7358848	-1.180573	0.9478099
6783	1.212854	-0.8555253	0.346151	-1.094059	-0.8126042	-0.0697096	0.8886131	0.245345	0.5440896
53836	0.1128633	-0.1306875	0.9080703	1.027865	0.6597081	0.2492855	0.720925	-1.405849	0.5866276
29953	-0.4826088	-0.1065966	0.868067	0.07672252	2.104988	-0.3483765	0.221041	-1.505704	0.5322155
9050	-0.6778274	0.3909923	1.175567	0.4820026	0.8355926	-1.442282	1.010365	-0.8555388	0.9410769
55266	-0.272853	0.4615737	1.322804	0.5919883	1.408439	0.03079251	0.529786	-1.414725	0.7932152
58498	0.08037879	-0.4214925	1.290326	0.8368143	0.5996877	-0.3452982	-0.3789046	-0.8835946	1.367835
29118	0.6980727	-0.2578356	1.457268	1.175829	0.5857671	0.3170201	0.8741752	-1.164132	0.4105039
79784	0.3049869	0.1809517	2.056332	1.364266	0.7868531	-0.0519132	0.8175274	-0.8284948	1.185216
50856	-0.3392959	0.421924	0.04471696	0.3904401	-0.7044954	0.0626341	0.8028051	-0.8140856	-1.133603
79799	0.2957796	-0.3720763	0.2103566	0.604363	1.721865	0.3179869	0.3388714	-1.299439	0.2343368
79442	-0.04774114	-0.02161917	1.324373	0.5725763	1.542257	-0.1847456	1.089617	-1.510236	0.7137045
26230	-0.3069412	-0.543207	1.388476	1.163129	1.665621	0.1586367	0.5668312	-1.636869	0.8439568
56672	0.6582106	0.2533043	1.25388	0.1072411	0.4176997	-1.832985	0.2454633	-0.5720668	1.024564
57733	1.229221	-0.5139061	-0.5177064	1.032055	0.4734546	1.236855	0.1995399	-0.9658663	-0.4943655
54596	-0.2309235	0.6129375	0.4095318	-1.420922	0.7085802	1.658437	-1.459926	-2.439726	0.3485858
55680	-1.311948	0.1595941	0.7534826	0.6960514	1.759667	-0.5178295	-0.5890893	0.04421891	1.034703
55321	0.8998477	0.4215203	2.039836	0.9888262	1.440926	-0.2935311	-0.02223665	-0.2824168	1.348648
51207	0.007119872	-0.6081375	0.4952184	1.383889	1.541011	-1.09394	1.870422	-1.372498	0.896525
54879	-0.4538705	0.3472686	1.905268	2.599418	1.844613	0.2007198	0.2867492	-1.476265	1.020771
79917	0.3490822	-0.1959767	1.051022	0.5183948	1.065745	-0.181541	0.8524976	-1.13263	0.5206645
79922	1.029063	-0.4176766	0.3039522	2.135767	0.5816089	-0.7472575	0.5057381	-1.18327	0.7456654
55787	0.8478265	0.1597223	0.6324791	1.138472	0.3754029	0.03697669	0.7418724	-1.025942	-0.7855696
54810	0.2280023	-0.3023245	1.242346	1.050075	1.814417	0.5405524	0.797441	-1.19421	0.3887697
55301	0.6247648	0.5049784	1.042116	0.8604078	0.8587872	-0.4820481	1.712667	-0.49311	0.8681696
51361	-0.2183261	-1.501263	0.8725843	-0.2649235	0.6660342	1.026824	-0.321855	-0.1690444	-0.7410139
23746	0.192233	-0.4694264	1.51943	1.31406	1.454388	0.3808643	0.8722395	-1.512679	1.023238
80167	-1.487391	0.3589607	0.2671251	-0.4674146	2.086152	-0.7150502	-1.205058	-0.6007219	-0.08676353
57110	0.4842615	-1.403714	1.264384	0.4884258	-0.151951	0.9154942	0.5433253	-1.33031	-0.1642309
9955	-0.8563125	-0.2414638	0.4155973	1.034724	1.233058	-0.3931534	-0.0204359	-0.4800805	-0.5471478
80724	0.5546106	-0.08137663	1.163876	1.782053	0.2202384	0.615571	0.08424848	-1.077339	0.04521558
100288413	0.8682083	-0.3515256	1.050394	0.5973504	1.309751	-0.499351	-0.6680097	-0.7295928	-0.09672962
56899	0.1669586	-0.3327442	1.608648	1.466187	0.9130528	0.1456021	1.011346	-1.509071	0.4713613
56606	0.1212668	-0.3403065	0.6603964	0.05936921	0.9549726	-0.5174029	-0.2660429	-0.3937198	0.5389246
