hgnc_symbol	entrezgene_id	ensembl_gene_id	exp_num_xpr	cell_num_xpr	cell_name_xpr	exp_num_sh	cell_num_sh	cell_name_sh	exp_num_oe	cell_num_oe	cell_name_oe
TAF1B	9014	ENSG00000115750	NA	NA	NA	24	1	NA	9	6	YAPC|MCF7|KYSE30|A549|A375|U251MG
TAF1L	138474	bioMart	20	10	A375|PC3|U251MG|YAPC|MCF7|A549|BICR6|AGS|HT29|ES2	10	1	NA	NA	NA	NA
TAF2	6873	ENSG00000064313	NA	NA	NA	10	8	SNU761|ES2|A549|HT29|U251MG|A375|BICR6|KYSE30	8	7	ES2|A375|SNU761|A549|U251MG|BICR6|MCF7
TAF5L	27097	ENSG00000135801	20	10	A549|HT29|BICR6|ES2|AGS|U251MG|MCF7|A375|PC3|YAPC	31	7	HT29|ES2|PC3|A549|MCF7|A375|NA	8	6	ES2|YAPC|A549|U251MG|HT29|BICR6
TAF6L	10629	ENSG00000162227	20	10	ES2|U251MG|HT29|A375|A549|AGS|BICR6|PC3|YAPC|MCF7	NA	NA	NA	NA	NA	NA
TAF8	129685	bioMart	NA	NA	NA	24	1	NA	8	7	HT29|DANG|U251MG|SNGM|PC3|A375|HCC1806
TAF9	6880	ENSG00000273841	44	19	BICR6|HCC1806|SNGM|ES2|KYSE30|U251MG|LCLC103H|A549|YAPC|AGS|DANG|KELLY|MCF7|SNU761|A375|IPC298|HS944T|PC3|HT29	NA	NA	NA	NA	NA	NA
TAGAP	117289	bioMart	20	10	U251MG|HT29|A549|A375|MCF7|PC3|ES2|BICR6|AGS|YAPC	47	15	HCC44|A375|A549|HS944T|HCC1806|AGS|BICR6|YAPC|MCF7|HT29|ES2|DANG|U251MG|KYSE30|PC3	4	3	A549|A375|BICR6
TAL1	6886	ENSG00000162367	NA	NA	NA	41	13	A375|BICR6|YAPC|KELLY|A549|AGS|U251MG|HS944T|PC3|ES2|SNU761|MCF7|HT29	4	4	AGS|U251MG|IPC298|PC3
TAL2	6887	bioMart	NA	NA	NA	30	8	YAPC|PC3|A375|ES2|LCLC103H|MCF7|U251MG|NA	8	5	AGS|PC3|MCF7|A375|HT29
TANK	10010	ENSG00000136560	20	10	PC3|YAPC|A375|AGS|U251MG|HT29|ES2|BICR6|A549|MCF7	30	11	A549|U251MG|AGS|HT29|YAPC|ES2|PC3|BICR6|DANG|LCLC103H|NA	9	7	BICR6|PC3|A375|HS944T|U251MG|YAPC|HT29
TAOK1	57551	ENSG00000160551	20	10	A375|ES2|U251MG|YAPC|MCF7|AGS|HT29|A549|BICR6|PC3	9	1	NA	NA	NA	NA
TAOK2	9344	ENSG00000149930	20	10	AGS|YAPC|HT29|A375|ES2|BICR6|MCF7|U251MG|PC3|A549	49	12	AGS|A375|U251MG|A549|YAPC|HT29|MCF7|PC3|BICR6|IPC298|SNU761|NA	1	1	BICR6
TAOK3	51347	ENSG00000135090	20	10	MCF7|U251MG|A375|A549|HT29|ES2|PC3|YAPC|AGS|BICR6	40	11	A549|YAPC|PC3|BICR6|U251MG|HT29|MCF7|A375|LCLC103H|ES2|NA	1	1	ES2
TAP1	6890	ENSG00000168394	20	10	MCF7|YAPC|A375|A549|U251MG|AGS|BICR6|HT29|ES2|PC3	24	1	NA	9	6	HT29|YAPC|A375|AGS|PC3|KYSE30
TAP2	6891	ENSG00000204267	20	10	YAPC|AGS|A549|HT29|MCF7|U251MG|A375|ES2|BICR6|PC3	NA	NA	NA	NA	NA	NA
TAPBP	6892	ENSG00000231925	20	10	PC3|BICR6|YAPC|HT29|MCF7|A549|U251MG|ES2|A375|AGS	NA	NA	NA	NA	NA	NA
TARBP1	6894	ENSG00000059588	44	19	YAPC|U251MG|HCC1806|ES2|BICR6|IPC298|PC3|SNGM|MCF7|AGS|A549|KYSE30|SNU761|A375|LCLC103H|KELLY|DANG|HS944T|HT29	39	13	YAPC|MCF7|BICR6|PC3|DANG|ES2|A375|HT29|U251MG|SNU761|AGS|A549|IPC298	1	1	AGS
TARBP2	6895	ENSG00000139546	NA	NA	NA	27	10	PC3|A375|BICR6|ES2|HS944T|A549|AGS|MCF7|IPC298|NA	3	2	A375|MCF7
TARDBP	23435	ENSG00000120948	NA	NA	NA	52	14	AGS|HT29|YAPC|ES2|BICR6|DANG|PC3|KELLY|U251MG|A549|A375|MCF7|SNGM|NA	8	7	A375|MCF7|A549|U251MG|HT29|SNU761|PC3
TARM1	441864	bioMart	20	10	YAPC|BICR6|AGS|A549|PC3|HT29|ES2|MCF7|U251MG|A375	NA	NA	NA	NA	NA	NA
TARS	6897	ENSG00000113407	NA	NA	NA	77	16	A375|A549|BICR6|YAPC|ES2|KELLY|U251MG|AGS|MCF7|KYSE30|HT29|PC3|DANG|HS944T|IPC298|SNGM	1	1	PC3
TAS1R2	80834	bioMart	20	10	U251MG|A375|ES2|PC3|MCF7|YAPC|AGS|BICR6|HT29|A549	NA	NA	NA	NA	NA	NA
TAS2R60	338398	bioMart	20	10	BICR6|PC3|U251MG|HT29|MCF7|ES2|AGS|A375|YAPC|A549	NA	NA	NA	NA	NA	NA
TASP1	55617	ENSG00000089123	NA	NA	NA	27	1	NA	8	7	MCF7|ES2|PC3|BICR6|AGS|YAPC|U251MG
TATDN2	9797	ENSG00000157014	NA	NA	NA	42	14	ES2|BICR6|MCF7|AGS|U251MG|HS944T|KYSE30|DANG|HT29|YAPC|A549|A375|PC3|SNU761	10	7	HT29|AGS|BICR6|A549|PC3|ES2|A375
TAZ	6901	ENSG00000102125	20	10	MCF7|U251MG|ES2|AGS|PC3|BICR6|HT29|YAPC|A375|A549	NA	NA	NA	NA	NA	NA
TBC1D10C	374403	bioMart	20	10	ES2|A549|A375|HT29|MCF7|U251MG|AGS|PC3|BICR6|YAPC	NA	NA	NA	NA	NA	NA
TBC1D15	64786	ENSG00000121749	NA	NA	NA	40	13	U251MG|BICR6|AGS|A549|MCF7|HS944T|HT29|ES2|YAPC|PC3|A375|KELLY|SNU761	13	10	U251MG|KELLY|ES2|AGS|BICR6|HT29|YAPC|A375|A549|HS944T
TBC1D16	125058	ENSG00000167291	20	10	HT29|PC3|ES2|U251MG|BICR6|MCF7|YAPC|A375|AGS|A549	NA	NA	NA	NA	NA	NA
TBC1D2B	23102	ENSG00000167202	NA	NA	NA	30	10	ES2|A549|YAPC|PC3|SNGM|A375|MCF7|DANG|AGS|NA	9	7	AGS|MCF7|YAPC|PC3|HT29|KELLY|ES2
TBC1D4	9882	ENSG00000136111	20	10	YAPC|U251MG|PC3|MCF7|AGS|ES2|HT29|A549|BICR6|A375	NA	NA	NA	NA	NA	NA
TBC1D9B	23061	ENSG00000197226	NA	NA	NA	46	11	A549|AGS|BICR6|U251MG|PC3|HT29|ES2|A375|YAPC|KELLY|MCF7	10	7	AGS|PC3|BICR6|HT29|YAPC|MCF7|U251MG
TBCB	1155	ENSG00000105254	NA	NA	NA	50	13	A549|HT29|U251MG|A375|BICR6|MCF7|AGS|YAPC|PC3|ES2|SNU761|HCC1806|HS944T	8	4	PC3|HCC1806|A375|ES2
TBCK	93627	bioMart	20	10	ES2|BICR6|YAPC|HT29|A375|U251MG|A549|AGS|MCF7|PC3	10	1	NA	NA	NA	NA
TBK1	29110	ENSG00000183735	20	10	MCF7|BICR6|ES2|AGS|HT29|PC3|YAPC|U251MG|A375|A549	159	19	A549|HCC44|HT29|SNU761|AGS|ES2|BICR6|MCF7|U251MG|PC3|A375|YAPC|HS944T|KYSE30|HCC1806|IPC298|KELLY|LCLC103H|NA	15	9	A375|A549|AGS|ES2|U251MG|BICR6|HT29|MCF7|PC3
TBL3	10607	ENSG00000183751	NA	NA	NA	43	13	HT29|U251MG|PC3|KYSE30|ES2|YAPC|BICR6|IPC298|MCF7|A375|AGS|KELLY|NA	8	7	A375|HT29|A549|ES2|BICR6|MCF7|U251MG
TBP	6908	ENSG00000112592	NA	NA	NA	36	13	MCF7|ES2|PC3|AGS|KELLY|BICR6|U251MG|HT29|YAPC|HCC1806|A375|KYSE30|A549	1	1	ES2
TBPL1	9519	ENSG00000028839	NA	NA	NA	42	14	U251MG|AGS|A549|A375|YAPC|ES2|HT29|PC3|HS944T|BICR6|MCF7|LCLC103H|KELLY|SNU761	1	1	YAPC
TBRG4	9238	ENSG00000136270	20	10	A375|MCF7|U251MG|AGS|HT29|BICR6|PC3|ES2|YAPC|A549	NA	NA	NA	NA	NA	NA
TBX1	6899	ENSG00000184058	20	10	A375|YAPC|U251MG|PC3|MCF7|AGS|ES2|BICR6|A549|HT29	NA	NA	NA	NA	NA	NA
TBX2	6909	ENSG00000121068	28	11	PC3|U251MG|A375|A549|MCF7|ES2|YAPC|AGS|HS944T|BICR6|HT29	56	15	ES2|AGS|MCF7|U251MG|PC3|BICR6|YAPC|HT29|IPC298|KYSE30|A549|A375|LCLC103H|KELLY|NA	1	1	BICR6
TBX20	57057	bioMart	NA	NA	NA	33	11	BICR6|A375|AGS|MCF7|YAPC|PC3|DANG|HT29|LCLC103H|KYSE30|NA	9	5	PC3|ES2|A549|MCF7|A375
TBX21	30009	ENSG00000073861	20	10	A549|HT29|AGS|A375|YAPC|BICR6|MCF7|ES2|PC3|U251MG	NA	NA	NA	NA	NA	NA
TBX3	6926	ENSG00000135111	NA	NA	NA	43	12	AGS|HT29|A375|BICR6|PC3|U251MG|KYSE30|YAPC|A549|MCF7|ES2|IPC298	4	4	A375|BICR6|SNGM|PC3
TBX4	9496	ENSG00000121075	20	10	A375|HT29|AGS|ES2|YAPC|MCF7|BICR6|A549|U251MG|PC3	NA	NA	NA	NA	NA	NA
TBX5	6910	ENSG00000089225	NA	NA	NA	8	5	A375|MCF7|U251MG|HT29|YAPC	35	13	A375|A549|HCC44|AGS|BICR6|HT29|PC3|KELLY|U251MG|ES2|IPC298|MCF7|LCLC103H
TBXA2R	6915	ENSG00000006638	NA	NA	NA	88	16	YAPC|AGS|MCF7|BICR6|A549|SNU761|U251MG|ES2|KELLY|HT29|PC3|KYSE30|A375|SNGM|DANG|LCLC103H	1	1	A375
TBXAS1	6916	ENSG00000059377	20	10	HT29|ES2|U251MG|PC3|A549|YAPC|MCF7|A375|BICR6|AGS	NA	NA	NA	NA	NA	NA
TCEA1	6917	ENSG00000187735	NA	NA	NA	33	11	ES2|MCF7|YAPC|PC3|U251MG|A549|A375|AGS|KYSE30|HT29|BICR6	1	1	AGS
TCEA2	6919	ENSG00000171703	NA	NA	NA	47	11	PC3|MCF7|IPC298|A549|ES2|YAPC|AGS|A375|HT29|U251MG|BICR6	9	6	HT29|A549|PC3|ES2|MCF7|U251MG
TCEAL3	85012	bioMart	20	10	HT29|MCF7|ES2|PC3|A549|BICR6|YAPC|AGS|U251MG|A375	NA	NA	NA	NA	NA	NA
TCEAL4	79921	ENSG00000133142	NA	NA	NA	47	12	AGS|HT29|YAPC|BICR6|SNU761|U251MG|A375|ES2|A549|PC3|MCF7|DANG	2	2	A549|BICR6
TCERG1	10915	ENSG00000113649	NA	NA	NA	46	14	LCLC103H|YAPC|HT29|A375|BICR6|U251MG|ES2|HCC1806|A549|KYSE30|PC3|AGS|MCF7|DANG	16	10	BICR6|YAPC|U251MG|A549|HS944T|AGS|HT29|IPC298|LCLC103H|A375
TCF12	6938	ENSG00000140262	20	10	A375|U251MG|HT29|PC3|MCF7|ES2|A549|AGS|YAPC|BICR6	33	13	AGS|U251MG|MCF7|A549|PC3|YAPC|KELLY|BICR6|ES2|A375|DANG|SNGM|HT29	1	1	YAPC
TCF25	22980	ENSG00000141002	20	10	PC3|BICR6|ES2|YAPC|U251MG|HT29|A549|AGS|A375|MCF7	NA	NA	NA	NA	NA	NA
TCF3	6929	ENSG00000071564	NA	NA	NA	42	14	SNU761|PC3|ES2|SNGM|AGS|HT29|YAPC|A549|A375|LCLC103H|U251MG|MCF7|KELLY|BICR6	4	4	AGS|MCF7|PC3|HT29
TCF4	6925	ENSG00000196628	20	10	A549|YAPC|HT29|MCF7|U251MG|A375|ES2|AGS|PC3|BICR6	40	10	ES2|A375|HUH751|PC3|HT29|HCC1806|MCF7|YAPC|AGS|NA	27	10	A375|ES2|HCC44|A549|AGS|BICR6|HT29|U251MG|YAPC|MCF7
TCF7	6932	ENSG00000081059	20	10	YAPC|AGS|A375|BICR6|ES2|HT29|PC3|A549|MCF7|U251MG	30	6	HCC44|A375|YAPC|BICR6|ES2|NA	4	4	HCC44|A375|DLD1|BICR6
TCF7L1	83439	ENSG00000152284	NA	NA	NA	42	11	U251MG|ES2|SNGM|A375|PC3|BICR6|A549|IPC298|YAPC|MCF7|NA	4	3	ES2|HS944T|U251MG
TCF7L2	6934	ENSG00000148737	44	19	U251MG|IPC298|YAPC|PC3|HCC1806|AGS|HT29|SNGM|MCF7|A375|A549|SNU761|LCLC103H|KYSE30|DANG|BICR6|ES2|KELLY|HS944T	66	13	A549|ES2|HUH751|BICR6|HCC1806|U251MG|YAPC|A375|AGS|PC3|HT29|MCF7|KYSE30	14	10	ES2|A375|DLD1|KYSE30|HT29|BICR6|AGS|YAPC|MCF7|PC3
TCFL5	10732	ENSG00000101190	NA	NA	NA	52	14	AGS|BICR6|ES2|A375|U251MG|MCF7|HT29|YAPC|A549|PC3|IPC298|KYSE30|HCC1806|SNU761	8	6	A375|HCC44|DANG|BICR6|PC3|KYSE30
TCIRG1	10312	ENSG00000110719	20	10	AGS|A549|MCF7|ES2|PC3|BICR6|YAPC|A375|U251MG|HT29	76	16	YAPC|HT29|ES2|U251MG|A549|AGS|KELLY|MCF7|IPC298|BICR6|A375|PC3|SNGM|KYSE30|HCC1806|HS944T	8	5	A375|AGS|A549|ES2|MCF7
TCL1A	8115	ENSG00000100721	20	10	A375|BICR6|U251MG|AGS|PC3|MCF7|HT29|A549|YAPC|ES2	NA	NA	NA	NA	NA	NA
TCN1	6947	ENSG00000134827	20	10	AGS|A375|PC3|YAPC|BICR6|MCF7|A549|U251MG|ES2|HT29	NA	NA	NA	NA	NA	NA
TCN2	6948	ENSG00000185339	20	10	YAPC|MCF7|PC3|BICR6|AGS|ES2|A549|A375|HT29|U251MG	NA	NA	NA	NA	NA	NA
TCTA	6988	ENSG00000145022	28	11	U251MG|HS944T|A549|AGS|ES2|A375|PC3|MCF7|HT29|BICR6|YAPC	50	12	BICR6|ES2|A549|PC3|U251MG|HT29|A375|AGS|MCF7|YAPC|KYSE30|DANG	1	1	A549
TCTN1	79600	ENSG00000204852	NA	NA	NA	46	13	KELLY|ES2|MCF7|A549|U251MG|YAPC|PC3|HT29|BICR6|AGS|A375|KYSE30|DANG	1	1	A549
TDG	6996	ENSG00000139372	20	10	U251MG|YAPC|A549|BICR6|AGS|ES2|A375|HT29|MCF7|PC3	NA	NA	NA	NA	NA	NA
TDRD12	91646	ENSG00000173809	20	10	A375|AGS|YAPC|PC3|HT29|ES2|BICR6|U251MG|A549|MCF7	NA	NA	NA	NA	NA	NA
TDRD3	81550	ENSG00000083544	NA	NA	NA	35	16	HT29|ES2|BICR6|A549|HCC1806|U251MG|YAPC|PC3|KELLY|DANG|A375|KYSE30|SNGM|MCF7|AGS|LCLC103H	1	1	MCF7
TDRD9	122402	bioMart	NA	NA	NA	24	1	NA	9	5	U251MG|SNU761|AGS|PC3|YAPC
TEAD1	7003	ENSG00000187079	20	10	A549|ES2|YAPC|HT29|MCF7|AGS|PC3|BICR6|A375|U251MG	34	8	BICR6|A375|HS944T|MCF7|AGS|YAPC|DANG|NA	4	3	A375|U251MG|PC3
TEAD2	8463	bioMart	NA	NA	NA	45	12	YAPC|U251MG|MCF7|BICR6|AGS|ES2|HT29|A375|IPC298|DANG|A549|NA	4	4	HCC44|AGS|ES2|PC3
TEAD4	7004	ENSG00000197905	20	10	BICR6|ES2|PC3|A375|U251MG|AGS|HT29|MCF7|YAPC|A549	38	10	YAPC|HT29|A375|KYSE30|PC3|KELLY|ES2|A549|U251MG|NA	8	6	A549|PC3|HT29|U251MG|MCF7|BICR6
TEC	7006	ENSG00000135605	20	10	AGS|YAPC|PC3|BICR6|MCF7|A549|ES2|U251MG|A375|HT29	10	1	NA	NA	NA	NA
TEF	7008	ENSG00000167074	20	10	YAPC|HT29|A549|A375|MCF7|ES2|BICR6|U251MG|AGS|PC3	NA	NA	NA	NA	NA	NA
TEK	7010	ENSG00000120156	20	10	AGS|YAPC|ES2|U251MG|A549|BICR6|PC3|HT29|MCF7|A375	37	13	A549|YAPC|ES2|HT29|BICR6|A375|AGS|PC3|U251MG|MCF7|SNU761|HS944T|NA	1	1	HT29
TENM3	55714	ENSG00000218336	20	10	ES2|A375|HT29|MCF7|BICR6|U251MG|PC3|YAPC|AGS|A549	NA	NA	NA	NA	NA	NA
TERF1	7013	ENSG00000147601	NA	NA	NA	68	1	NA	9	7	PC3|DANG|U251MG|AGS|YAPC|HT29|MCF7
TERF2IP	54386	ENSG00000166848	NA	NA	NA	126	16	BICR6|HT29|U251MG|ES2|A375|A549|MCF7|AGS|PC3|SNU761|KYSE30|YAPC|HCC1806|LCLC103H|HS944T|NA	4	3	A375|ES2|AGS
TERT	7015	ENSG00000164362	NA	NA	NA	8	5	AGS|HT29|A375|BICR6|IPC298	4	3	HCC44|PC3|HT29
TES	26136	ENSG00000135269	NA	NA	NA	37	12	MCF7|HT29|ES2|A549|PC3|KYSE30|AGS|U251MG|BICR6|YAPC|A375|HS944T	17	8	A549|BICR6|U251MG|PC3|HT29|YAPC|ES2|MCF7
TESK1	7016	ENSG00000107140	NA	NA	NA	92	14	U251MG|BICR6|MCF7|PC3|AGS|ES2|A375|DANG|HT29|A549|YAPC|LCLC103H|SNU761|NA	2	2	DLD1|U251MG
TESK2	10420	ENSG00000070759	20	10	A375|HT29|A549|U251MG|MCF7|BICR6|PC3|YAPC|AGS|ES2	10	1	NA	NA	NA	NA
TESPA1	9840	ENSG00000135426	20	10	ES2|U251MG|HT29|A549|BICR6|A375|MCF7|YAPC|AGS|PC3	NA	NA	NA	NA	NA	NA
TET1	80312	bioMart	20	10	YAPC|ES2|AGS|A375|MCF7|HT29|PC3|A549|BICR6|U251MG	NA	NA	NA	NA	NA	NA
TET2	54790	bioMart	20	10	U251MG|YAPC|HT29|ES2|MCF7|AGS|BICR6|A375|PC3|A549	NA	NA	NA	NA	NA	NA
TEX10	54881	ENSG00000136891	NA	NA	NA	48	11	YAPC|ES2|A549|HT29|PC3|U251MG|AGS|A375|BICR6|MCF7|HS944T	27	11	U251MG|A549|HT29|ES2|MCF7|HS944T|PC3|BICR6|AGS|A375|YAPC
TEX101	83639	bioMart	20	10	HT29|U251MG|A375|AGS|A549|ES2|MCF7|YAPC|BICR6|PC3	NA	NA	NA	NA	NA	NA
TEX14	56155	ENSG00000121101	20	10	MCF7|A375|ES2|HT29|PC3|BICR6|U251MG|YAPC|AGS|A549	18	1	NA	NA	NA	NA
TEX2	55852	ENSG00000136478	20	10	A375|U251MG|ES2|AGS|PC3|HT29|A549|YAPC|MCF7|BICR6	NA	NA	NA	NA	NA	NA
TEX30	93081	ENSG00000151287	NA	NA	NA	10	7	HT29|DANG|A549|YAPC|BICR6|PC3|U251MG	1	1	ES2
TF	7018	ENSG00000091513	NA	NA	NA	24	1	NA	8	6	MCF7|YAPC|AGS|ES2|A375|IPC298
TFAP2A	7020	ENSG00000137203	NA	NA	NA	81	15	MCF7|HT29|PC3|A549|BICR6|A375|U251MG|AGS|ES2|HS944T|IPC298|YAPC|SNU761|KYSE30|LCLC103H	1	1	BICR6
TFAP2C	7022	ENSG00000087510	20	10	AGS|BICR6|U251MG|MCF7|A375|A549|PC3|HT29|ES2|YAPC	NA	NA	NA	NA	NA	NA
TFAP4	7023	ENSG00000090447	NA	NA	NA	37	11	A549|LCLC103H|MCF7|AGS|HT29|YAPC|HCC1806|PC3|ES2|A375|NA	9	6	MCF7|U251MG|A375|SNGM|HT29|BICR6
TFCP2	7024	ENSG00000135457	NA	NA	NA	38	12	HT29|A375|SNGM|MCF7|PC3|ES2|U251MG|A549|BICR6|YAPC|AGS|LCLC103H	1	1	A375
TFDP1	7027	ENSG00000198176	NA	NA	NA	33	13	U251MG|HT29|A375|AGS|MCF7|PC3|A549|ES2|HCC1806|BICR6|IPC298|YAPC|SNU761	8	6	U251MG|MCF7|A549|SNU761|YAPC|AGS
TFDP2	7029	ENSG00000114126	20	10	MCF7|YAPC|ES2|U251MG|A375|A549|HT29|AGS|PC3|BICR6	24	1	NA	8	5	A549|HT29|PC3|YAPC|AGS
TFE3	7030	ENSG00000068323	NA	NA	NA	36	14	HS944T|PC3|SNGM|ES2|YAPC|A549|MCF7|AGS|BICR6|IPC298|U251MG|SNU761|A375|LCLC103H	9	6	PC3|IPC298|A549|AGS|BICR6|YAPC
TFEC	22797	ENSG00000105967	20	10	HT29|ES2|A375|YAPC|MCF7|PC3|BICR6|AGS|U251MG|A549	NA	NA	NA	NA	NA	NA
TFF1	7031	ENSG00000160182	NA	NA	NA	30	12	ES2|HT29|A549|MCF7|U251MG|IPC298|HS944T|DANG|BICR6|AGS|YAPC|PC3	1	1	A375
TFF2	7032	ENSG00000160181	20	10	MCF7|PC3|HT29|BICR6|ES2|A375|A549|U251MG|YAPC|AGS	33	7	YAPC|A375|ES2|U251MG|BICR6|HT29|NA	9	6	BICR6|PC3|ES2|AGS|U251MG|YAPC
TFG	10342	ENSG00000114354	NA	NA	NA	30	11	HT29|U251MG|A375|MCF7|ES2|AGS|BICR6|YAPC|A549|HS944T|KYSE30	1	1	A375
TFPI	7035	ENSG00000003436	NA	NA	NA	36	11	SNU761|A375|YAPC|HT29|PC3|MCF7|ES2|U251MG|AGS|A549|SNGM	2	2	ES2|AGS
TFPI2	7980	ENSG00000105825	20	10	A375|MCF7|U251MG|AGS|ES2|A549|YAPC|PC3|BICR6|HT29	NA	NA	NA	NA	NA	NA
TFRC	7037	ENSG00000072274	32	19	MCF7|LCLC103H|ES2|AGS|A375|A549|BICR6|IPC298|KELLY|PC3|U251MG|YAPC|HCC1806|SNGM|HS944T|SNU761|KYSE30|HT29|DANG	41	11	YAPC|HT29|BICR6|MCF7|PC3|ES2|U251MG|A375|SNGM|AGS|A549	4	3	AGS|A375|PC3
TGDS	23483	ENSG00000088451	NA	NA	NA	87	18	A549|YAPC|A375|ES2|AGS|MCF7|PC3|LCLC103H|KYSE30|BICR6|IPC298|U251MG|HT29|DANG|KELLY|HCC1806|HS944T|SNU761	11	6	BICR6|U251MG|A549|ES2|HT29|A375
TGFA	7039	ENSG00000163235	NA	NA	NA	44	12	YAPC|U251MG|MCF7|A375|BICR6|HCC1806|HS944T|AGS|ES2|LCLC103H|HT29|IPC298	2	1	U251MG
TGFB1	7040	ENSG00000105329	20	10	PC3|MCF7|HT29|A375|U251MG|BICR6|YAPC|AGS|ES2|A549	43	15	A375|AGS|MCF7|PC3|A549|KELLY|U251MG|ES2|LCLC103H|BICR6|SNU761|YAPC|HT29|KYSE30|HCC1806	43	13	A549|HCC44|MCF7|PC3|U251MG|HT29|YAPC|BICR6|SNGM|AGS|A375|KYSE30|IPC298
TGFB1I1	7041	ENSG00000140682	20	10	A375|ES2|PC3|YAPC|AGS|A549|MCF7|BICR6|HT29|U251MG	NA	NA	NA	NA	NA	NA
TGFB2	7042	ENSG00000092969	20	10	HT29|AGS|PC3|A549|YAPC|A375|U251MG|MCF7|BICR6|ES2	NA	NA	NA	NA	NA	NA
TGFB3	7043	ENSG00000119699	32	19	MCF7|LCLC103H|PC3|A549|YAPC|BICR6|HCC1806|SNU761|DANG|U251MG|HS944T|ES2|AGS|A375|SNGM|HT29|KELLY|IPC298|KYSE30	NA	NA	NA	NA	NA	NA
TGFBR1	7046	ENSG00000106799	NA	NA	NA	65	14	U251MG|HS944T|ES2|A375|MCF7|YAPC|AGS|PC3|BICR6|DANG|HT29|A549|LCLC103H|NA	8	5	A549|A375|KYSE30|ES2|YAPC
TGFBR2	7048	ENSG00000163513	2	1	A375	170	14	PC3|BICR6|AGS|U251MG|ES2|MCF7|SNU761|YAPC|A375|SNGM|HCC1806|HT29|A549|NA	45	13	A375|BICR6|HT29|YAPC|A549|ES2|U251MG|MCF7|PC3|SNU761|AGS|SNGM|DANG
TGFBR3	7049	ENSG00000069702	20	10	BICR6|U251MG|A375|HT29|MCF7|AGS|YAPC|A549|ES2|PC3	5	1	NA	NA	NA	NA
TGIF2LY	90655	bioMart	NA	NA	NA	27	1	NA	9	7	HCC1806|A375|HT29|YAPC|BICR6|PC3|MCF7
TGM2	7052	ENSG00000198959	20	10	AGS|MCF7|A375|BICR6|U251MG|ES2|A549|HT29|PC3|YAPC	36	9	MCF7|U251MG|A375|ES2|BICR6|PC3|HT29|KYSE30|NA	8	6	BICR6|HT29|U251MG|MCF7|YAPC|ES2
TH	7054	ENSG00000180176	20	10	AGS|MCF7|ES2|PC3|A375|YAPC|HT29|BICR6|A549|U251MG	34	11	U251MG|AGS|PC3|A549|SNGM|A375|HT29|YAPC|BICR6|HCC1806|NA	9	7	ES2|MCF7|BICR6|PC3|A375|U251MG|SNGM
THADA	63892	ENSG00000115970	20	10	AGS|HT29|A549|YAPC|ES2|U251MG|A375|MCF7|BICR6|PC3	33	12	A375|BICR6|A549|U251MG|HS944T|PC3|YAPC|ES2|LCLC103H|AGS|MCF7|HT29	4	2	YAPC|MCF7
THAP11	57215	ENSG00000168286	NA	NA	NA	51	17	BICR6|A375|HS944T|A549|U251MG|SNGM|ES2|YAPC|KELLY|MCF7|PC3|AGS|HT29|LCLC103H|HCC1806|IPC298|DANG	30	9	ES2|YAPC|BICR6|HT29|U251MG|PC3|A549|DANG|AGS
THBD	7056	ENSG00000178726	20	10	A375|A549|YAPC|ES2|HT29|MCF7|PC3|AGS|BICR6|U251MG	30	11	PC3|ES2|A549|U251MG|BICR6|MCF7|AGS|A375|HT29|YAPC|NA	12	6	A549|A375|PC3|YAPC|AGS|U251MG
THBS1	7057	ENSG00000137801	NA	NA	NA	143	13	ES2|A375|AGS|PC3|BICR6|SNU761|LCLC103H|HT29|KYSE30|U251MG|MCF7|YAPC|NA	23	12	HT29|A549|BICR6|MCF7|A375|KYSE30|YAPC|PC3|AGS|ES2|KELLY|U251MG
THBS3	7059	ENSG00000169231	20	10	HT29|YAPC|MCF7|BICR6|PC3|AGS|ES2|A375|U251MG|A549	NA	NA	NA	NA	NA	NA
THEMIS	387357	bioMart	20	10	MCF7|A375|BICR6|AGS|PC3|A549|U251MG|YAPC|HT29|ES2	NA	NA	NA	NA	NA	NA
THNSL1	79896	ENSG00000185875	18	9	PC3|A375|BICR6|AGS|ES2|A549|HT29|YAPC|U251MG	NA	NA	NA	NA	NA	NA
THRA	7067	ENSG00000126351	40	10	YAPC|MCF7|AGS|PC3|A549|A375|ES2|U251MG|HT29|BICR6	NA	NA	NA	NA	NA	NA
THRAP3	9967	ENSG00000054118	NA	NA	NA	27	1	NA	8	4	YAPC|A375|A549|AGS
THRB	7068	ENSG00000151090	20	10	BICR6|HT29|AGS|A375|YAPC|PC3|MCF7|ES2|U251MG|A549	NA	NA	NA	NA	NA	NA
THTPA	79178	ENSG00000259431	20	10	BICR6|HT29|PC3|A549|MCF7|U251MG|A375|ES2|YAPC|AGS	NA	NA	NA	NA	NA	NA
THY1	7070	ENSG00000154096	20	10	U251MG|BICR6|MCF7|HT29|A375|AGS|ES2|PC3|YAPC|A549	NA	NA	NA	NA	NA	NA
TIAL1	7073	ENSG00000151923	20	10	A549|A375|PC3|MCF7|YAPC|HT29|BICR6|U251MG|ES2|AGS	NA	NA	NA	NA	NA	NA
TIAM1	7074	ENSG00000156299	NA	NA	NA	39	13	AGS|A549|BICR6|PC3|HS944T|ES2|A375|HT29|U251MG|MCF7|KYSE30|YAPC|LCLC103H	8	7	ES2|A375|MCF7|A549|YAPC|BICR6|HT29
